solver,jobs,elapsed,value
GurobiSolver,7,1.5209999446597067e-06,
CombinatorialBnB,7,9.450000106880907e-07,
GurobiSolver,7,2.3019999844109407e-06,
CombinatorialBnB,7,9.070000714928028e-07,
GurobiSolver,7,1.6840000398588018e-06,
CombinatorialBnB,7,9.079999472305644e-07,
GurobiSolver,7,1.2379999816403142e-06,
CombinatorialBnB,7,9.840000529948156e-07,
GurobiSolver,7,1.1639999684120994e-06,
CombinatorialBnB,7,1.2040000001434237e-06,
GurobiSolver,7,1.610000026630587e-06,
CombinatorialBnB,7,1.4229999578674324e-06,
GurobiSolver,7,1.3659999922310817e-06,
CombinatorialBnB,7,1.364000013381883e-06,
GurobiSolver,7,1.4950001059332862e-06,
CombinatorialBnB,7,1.1849999737023609e-06,
GurobiSolver,7,1.2390000847517513e-06,
CombinatorialBnB,7,9.35999992179859e-07,
GurobiSolver,7,1.9780000002356246e-06,
CombinatorialBnB,7,1.00399995517364e-06,
GurobiSolver,7,1.7369999341099174e-06,
CombinatorialBnB,7,8.729999763090746e-07,
GurobiSolver,7,1.244000031874748e-06,
CombinatorialBnB,7,8.91000013325538e-07,
GurobiSolver,7,1.145999931395636e-06,
CombinatorialBnB,7,8.540000635548495e-07,
GurobiSolver,7,1.058999941960792e-06,
CombinatorialBnB,7,1.5729999631730607e-06,
GurobiSolver,7,1.1959999710597913e-06,
CombinatorialBnB,7,1.6090000372059876e-06,
GurobiSolver,7,1.4080000028116046e-06,
CombinatorialBnB,7,1.1669999366858974e-06,
GurobiSolver,7,1.35699997372285e-06,
CombinatorialBnB,7,1.4559999499397236e-06,
GurobiSolver,7,1.0449999763295637e-06,
CombinatorialBnB,7,9.649999128669151e-07,
GurobiSolver,7,1.2550000292321783e-06,
CombinatorialBnB,7,1.1110000741609838e-06,
GurobiSolver,7,1.0830000292116893e-06,
CombinatorialBnB,7,9.640000371291535e-07,
GurobiSolver,7,1.1150000318593811e-06,
CombinatorialBnB,7,9.230000159732299e-07,
GurobiSolver,7,1.085000008060888e-06,
CombinatorialBnB,7,9.240000053978292e-07,
GurobiSolver,7,1.3080000371701317e-06,
CombinatorialBnB,7,9.410000529896934e-07,
GurobiSolver,7,1.2909999895782676e-06,
CombinatorialBnB,7,3.316999936942011e-06,
GurobiSolver,7,2.1070000002509914e-06,
CombinatorialBnB,7,1.2369999922157149e-06,
GurobiSolver,7,1.3000000080864993e-06,
CombinatorialBnB,7,8.760000582697103e-07,
GurobiSolver,7,1.635999979043845e-06,
CombinatorialBnB,7,1.2259999948582845e-06,
GurobiSolver,7,1.3379999472817872e-06,
CombinatorialBnB,7,1.1409999842726393e-06,
GurobiSolver,7,1.4069998997001676e-06,
CombinatorialBnB,7,1.0469999551787623e-06,
GurobiSolver,7,1.1930000027859933e-06,
CombinatorialBnB,7,1.2479999895731453e-06,
GurobiSolver,7,1.1329999551890069e-06,
CombinatorialBnB,7,8.639999578008428e-07,
GurobiSolver,7,2.2460000081991893e-06,
CombinatorialBnB,7,1.9620000557551975e-06,
GurobiSolver,7,2.234999897154921e-06,
CombinatorialBnB,7,9.770000133357826e-07,
GurobiSolver,7,2.175999952669372e-06,
CombinatorialBnB,7,1.1849999737023609e-06,
GurobiSolver,7,1.879000024018751e-06,
CombinatorialBnB,7,1.5470000107598025e-06,
GurobiSolver,7,1.3999999737279722e-06,
CombinatorialBnB,7,9.990000080506434e-07,
GurobiSolver,7,1.1209999684069771e-06,
CombinatorialBnB,7,8.189999789465219e-07,
GurobiSolver,7,1.842999949985824e-06,
CombinatorialBnB,7,1.0390000397819676e-06,
GurobiSolver,7,1.4299999975264654e-06,
CombinatorialBnB,7,1.1690000292219338e-06,
GurobiSolver,7,9.619999445931171e-07,
CombinatorialBnB,7,1.0999999631167157e-06,
GurobiSolver,7,1.0869999869100866e-06,
CombinatorialBnB,7,9.179999551633955e-07,
GurobiSolver,7,1.1269999049545731e-06,
CombinatorialBnB,7,1.090999944608484e-06,
GurobiSolver,7,1.1170000107085798e-06,
CombinatorialBnB,7,1.257000008081377e-06,
GurobiSolver,7,1.8539999473432545e-06,
CombinatorialBnB,7,1.0439999869049643e-06,
GurobiSolver,7,1.4459999420068925e-06,
CombinatorialBnB,7,9.609999551685178e-07,
GurobiSolver,7,1.267000016014208e-06,
CombinatorialBnB,7,1.4560000636265613e-06,
GurobiSolver,7,1.0999999631167157e-06,
CombinatorialBnB,7,1.06199991023459e-06,
GurobiSolver,7,2.3150000743044075e-06,
CombinatorialBnB,7,1.13999999484804e-06,
GurobiSolver,7,1.3349999790079892e-06,
CombinatorialBnB,7,1.4109999710854026e-06,
GurobiSolver,7,1.1230000609430135e-06,
CombinatorialBnB,7,9.149999868895975e-07,
GurobiSolver,7,1.514999894425273e-06,
CombinatorialBnB,7,1.2740000556732411e-06,
GurobiSolver,7,1.2460000107239466e-06,
CombinatorialBnB,7,1.0949999023068813e-06,
GurobiSolver,7,1.2829999604946352e-06,
CombinatorialBnB,7,9.120000186157995e-07,
GurobiSolver,7,1.3650000028064824e-06,
CombinatorialBnB,7,1.3750000107393134e-06,
GurobiSolver,7,1.0800000609378912e-06,
CombinatorialBnB,7,1.2010000318696257e-06,
GurobiSolver,7,1.5360000134023721e-06,
CombinatorialBnB,7,1.3660001059179194e-06,
GurobiSolver,7,2.2619999526796164e-06,
CombinatorialBnB,7,9.960000397768454e-07,
GurobiSolver,7,1.3929999340689392e-06,
CombinatorialBnB,7,1.2630000583158107e-06,
GurobiSolver,7,1.2350000133665162e-06,
CombinatorialBnB,7,1.107999992200348e-06,
GurobiSolver,7,1.2430000424501486e-06,
CombinatorialBnB,7,8.81000005392707e-07,
GurobiSolver,7,1.19799994990899e-06,
CombinatorialBnB,7,1.0409999049443286e-06,
GurobiSolver,7,1.3519999129130156e-06,
CombinatorialBnB,7,1.0630000133460271e-06,
GurobiSolver,7,1.8470000213710591e-06,
CombinatorialBnB,7,1.0019999763244414e-06,
GurobiSolver,7,1.8050000107905362e-06,
CombinatorialBnB,7,1.0480000582901994e-06,
GurobiSolver,7,1.3009999975110986e-06,
CombinatorialBnB,7,1.2780000133716385e-06,
GurobiSolver,7,1.207999957841821e-06,
CombinatorialBnB,7,7.710000318184029e-07,
GurobiSolver,7,9.970000292014447e-07,
CombinatorialBnB,7,8.509999815942138e-07,
GurobiSolver,7,1.4809999129283824e-06,
CombinatorialBnB,7,1.1330000688758446e-06,
GurobiSolver,7,1.0900000688707223e-06,
CombinatorialBnB,7,1.1930000027859933e-06,
GurobiSolver,7,1.4449999525822932e-06,
CombinatorialBnB,7,1.1390000054234406e-06,
GurobiSolver,7,1.4729999975315877e-06,
CombinatorialBnB,7,1.0669999710444245e-06,
GurobiSolver,7,1.145999931395636e-06,
CombinatorialBnB,7,9.269999736716272e-07,
GurobiSolver,7,1.4470000451183296e-06,
CombinatorialBnB,7,1.1930000027859933e-06,
GurobiSolver,7,1.346999965790019e-06,
CombinatorialBnB,7,1.354000005449052e-06,
GurobiSolver,7,1.051999902301759e-06,
CombinatorialBnB,7,8.900000239009387e-07,
GurobiSolver,7,1.1120000635855831e-06,
CombinatorialBnB,7,1.0030000794358784e-06,
GurobiSolver,7,1.2159999869254534e-06,
CombinatorialBnB,7,9.620000582799548e-07,
GurobiSolver,7,1.0119999842572724e-06,
CombinatorialBnB,7,1.3080000371701317e-06,
GurobiSolver,7,1.0969999948429177e-06,
CombinatorialBnB,7,8.580000212532468e-07,
GurobiSolver,7,1.1289999974906095e-06,
CombinatorialBnB,7,8.000000661922968e-07,
GurobiSolver,7,1.1059998996643117e-06,
CombinatorialBnB,7,8.700000080352766e-07,
GurobiSolver,7,1.168999915535096e-06,
CombinatorialBnB,7,1.5619999658156303e-06,
GurobiSolver,7,3.2149999924513395e-06,
CombinatorialBnB,7,1.3979999948787736e-06,
GurobiSolver,7,1.7410000054951524e-06,
CombinatorialBnB,7,1.7419999949197518e-06,
GurobiSolver,7,1.9010000187336118e-06,
CombinatorialBnB,7,1.0180000344917062e-06,
GurobiSolver,7,1.1419999736972386e-06,
CombinatorialBnB,7,8.38999994812184e-07,
GurobiSolver,7,1.1160000212839805e-06,
CombinatorialBnB,7,8.440000556220184e-07,
GurobiSolver,7,1.0439999869049643e-06,
CombinatorialBnB,7,2.506999976503721e-06,
GurobiSolver,7,1.448000034542929e-06,
CombinatorialBnB,7,1.1550000635907054e-06,
GurobiSolver,7,1.0469999551787623e-06,
CombinatorialBnB,7,2.320000021427404e-06,
GurobiSolver,7,1.6420000292782788e-06,
CombinatorialBnB,7,1.0579999525361927e-06,
GurobiSolver,7,2.2689999923386495e-06,
CombinatorialBnB,7,1.2890000107290689e-06,
GurobiSolver,7,1.2460000107239466e-06,
CombinatorialBnB,7,1.152999971054669e-06,
GurobiSolver,7,2.691999952730839e-06,
CombinatorialBnB,7,1.1829999948531622e-06,
GurobiSolver,7,1.4649999684479553e-06,
CombinatorialBnB,7,1.1350000477250433e-06,
GurobiSolver,7,1.1739999763449305e-06,
CombinatorialBnB,7,8.930001058615744e-07,
GurobiSolver,7,1.1560000530153047e-06,
CombinatorialBnB,7,7.989999630808597e-07,
GurobiSolver,7,9.56000008045521e-07,
CombinatorialBnB,7,8.680000291860779e-07,
GurobiSolver,7,1.0420000080557656e-06,
CombinatorialBnB,7,9.399999498782563e-07,
GurobiSolver,7,1.4940000028218492e-06,
CombinatorialBnB,7,1.3399999261309858e-06,
GurobiSolver,7,1.1280000080660102e-06,
CombinatorialBnB,7,2.8299999712544377e-06,
GurobiSolver,7,2.380999944762152e-06,
CombinatorialBnB,7,1.3400000398178236e-06,
GurobiSolver,7,1.2780000133716385e-06,
CombinatorialBnB,7,1.6290000530716497e-06,
GurobiSolver,7,1.0539999948377954e-06,
CombinatorialBnB,7,1.0469999551787623e-06,
GurobiSolver,7,1.1930000027859933e-06,
CombinatorialBnB,7,1.0889999657592853e-06,
GurobiSolver,7,1.0989999736921163e-06,
CombinatorialBnB,7,1.0899999551838846e-06,
GurobiSolver,7,1.0290000318491366e-06,
CombinatorialBnB,7,1.0740000107034575e-06,
GurobiSolver,7,1.099000087378954e-06,
CombinatorialBnB,7,9.450000106880907e-07,
GurobiSolver,7,1.0600000450722291e-06,
CombinatorialBnB,7,9.899999895424116e-07,
GurobiSolver,7,1.032999989547534e-06,
CombinatorialBnB,7,1.097999984267517e-06,
GurobiSolver,7,9.640000371291535e-07,
CombinatorialBnB,7,7.690000529692043e-07,
GurobiSolver,7,1.0460000794410007e-06,
CombinatorialBnB,7,9.169999657387962e-07,
GurobiSolver,7,4.55999997939216e-06,
CombinatorialBnB,7,9.719999525259482e-07,
GurobiSolver,7,1.3919999446443398e-06,
CombinatorialBnB,7,1.6249999816864147e-06,
GurobiSolver,7,1.3730000318901148e-06,
CombinatorialBnB,7,1.3690000741917174e-06,
GurobiSolver,7,1.1300001006020466e-06,
CombinatorialBnB,7,1.2619999552043737e-06,
GurobiSolver,7,1.0439999869049643e-06,
CombinatorialBnB,7,9.320000344814616e-07,
GurobiSolver,7,1.0380000503573683e-06,
CombinatorialBnB,7,9.049999789567664e-07,
GurobiSolver,7,9.83999939307978e-07,
CombinatorialBnB,7,8.490000027450151e-07,
GurobiSolver,7,2.3180000425782055e-06,
CombinatorialBnB,7,9.799999816095806e-07,
GurobiSolver,7,9.729999419505475e-07,
CombinatorialBnB,7,8.929999921747367e-07,
GurobiSolver,7,9.450000106880907e-07,
CombinatorialBnB,7,8.81000005392707e-07,
GurobiSolver,7,1.0180000344917062e-06,
CombinatorialBnB,7,9.169999657387962e-07,
GurobiSolver,7,1.0410000186311663e-06,
CombinatorialBnB,7,8.819999948173063e-07,
GurobiSolver,7,1.0490000477147987e-06,
CombinatorialBnB,7,8.520000847056508e-07,
GurobiSolver,7,1.0769999789772555e-06,
CombinatorialBnB,7,1.3420000186670222e-06,
GurobiSolver,7,1.097999984267517e-06,
CombinatorialBnB,7,1.8929999896499794e-06,
GurobiSolver,7,2.449000021442771e-06,
CombinatorialBnB,7,2.008000024034118e-06,
GurobiSolver,7,1.0900000688707223e-06,
CombinatorialBnB,7,8.47999899633578e-07,
GurobiSolver,7,1.404999920850969e-06,
CombinatorialBnB,7,1.0779999684018549e-06,
GurobiSolver,7,1.5929999790387228e-06,
CombinatorialBnB,7,1.4469999314314919e-06,
GurobiSolver,7,1.0320000001229346e-06,
CombinatorialBnB,7,1.210999926115619e-06,
GurobiSolver,7,1.0579999525361927e-06,
CombinatorialBnB,7,1.354000005449052e-06,
GurobiSolver,7,9.35999992179859e-07,
CombinatorialBnB,7,1.1289999974906095e-06,
GurobiSolver,7,1.3709999393540784e-06,
CombinatorialBnB,7,1.155999939328467e-06,
GurobiSolver,7,1.1769999446187285e-06,
CombinatorialBnB,7,1.0070000371342758e-06,
GurobiSolver,7,1.7500000240033842e-06,
CombinatorialBnB,7,8.329999445777503e-07,
GurobiSolver,7,1.006999923447438e-06,
CombinatorialBnB,7,8.610001032138825e-07,
GurobiSolver,7,1.0989999736921163e-06,
CombinatorialBnB,7,2.0319999975981773e-06,
GurobiSolver,7,2.386999994996586e-06,
CombinatorialBnB,7,1.150000002780871e-06,
GurobiSolver,7,2.0009999843750848e-06,
CombinatorialBnB,7,9.010000212583691e-07,
GurobiSolver,7,1.053000005413196e-06,
CombinatorialBnB,7,1.1770000583055662e-06,
GurobiSolver,7,1.1530000847415067e-06,
CombinatorialBnB,7,9.179999551633955e-07,
GurobiSolver,7,1.7920000345839071e-06,
CombinatorialBnB,7,8.909998996387003e-07,
GurobiSolver,7,1.0149999525310704e-06,
CombinatorialBnB,7,8.890000344763394e-07,
GurobiSolver,7,1.1450000556578743e-06,
CombinatorialBnB,7,8.380000053875847e-07,
GurobiSolver,7,1.1879999419761589e-06,
CombinatorialBnB,7,1.4600000213249587e-06,
GurobiSolver,7,1.3959999023427372e-06,
CombinatorialBnB,7,1.2030000107188243e-06,
GurobiSolver,7,1.991999965866853e-06,
CombinatorialBnB,7,1.13999999484804e-06,
GurobiSolver,7,1.3850000186721445e-06,
CombinatorialBnB,7,1.1260000292168115e-06,
GurobiSolver,7,1.5370000028269715e-06,
CombinatorialBnB,7,8.490000027450151e-07,
GurobiSolver,7,1.0339999789721332e-06,
CombinatorialBnB,7,8.430000661974191e-07,
GurobiSolver,7,1.1729999869203311e-06,
CombinatorialBnB,7,8.509999815942138e-07,
GurobiSolver,7,1.5350000239777728e-06,
CombinatorialBnB,7,9.98000018626044e-07,
GurobiSolver,7,1.2799999922208372e-06,
CombinatorialBnB,7,8.83999973666505e-07,
GurobiSolver,7,9.840000529948156e-07,
CombinatorialBnB,7,9.279999630962266e-07,
GurobiSolver,7,1.0070000371342758e-06,
CombinatorialBnB,7,8.150000212481245e-07,
GurobiSolver,7,9.819999604587792e-07,
CombinatorialBnB,7,2.1939999896858353e-06,
GurobiSolver,7,1.679000092735805e-06,
CombinatorialBnB,7,9.469999895372894e-07,
GurobiSolver,7,1.2620000688912114e-06,
CombinatorialBnB,7,8.699998943484388e-07,
GurobiSolver,7,1.8129999261873309e-06,
CombinatorialBnB,7,9.320000344814616e-07,
GurobiSolver,7,1.1880000556629966e-06,
CombinatorialBnB,7,1.2970000398127013e-06,
GurobiSolver,7,1.6930000583670335e-06,
CombinatorialBnB,7,9.58999976319319e-07,
GurobiSolver,7,1.2350000133665162e-06,
CombinatorialBnB,7,9.110000291912002e-07,
GurobiSolver,7,1.0649999921952258e-06,
CombinatorialBnB,7,8.660000503368792e-07,
GurobiSolver,7,1.1120000635855831e-06,
CombinatorialBnB,7,8.120000529743265e-07,
GurobiSolver,7,1.1610000001383014e-06,
CombinatorialBnB,7,1.0080000265588751e-06,
GurobiSolver,7,1.1289999974906095e-06,
CombinatorialBnB,7,9.88000010693213e-07,
GurobiSolver,7,1.0310000106983352e-06,
CombinatorialBnB,7,1.67500002135057e-06,
GurobiSolver,7,1.137000026574242e-06,
CombinatorialBnB,7,9.98000018626044e-07,
GurobiSolver,7,1.2159999869254534e-06,
CombinatorialBnB,7,1.0239999710393022e-06,
GurobiSolver,7,1.2389999710649136e-06,
CombinatorialBnB,7,8.570000318286475e-07,
GurobiSolver,7,1.348000068901456e-06,
CombinatorialBnB,7,1.085000008060888e-06,
GurobiSolver,7,9.770000133357826e-07,
CombinatorialBnB,7,1.0019999763244414e-06,
GurobiSolver,7,1.4760000794922234e-06,
CombinatorialBnB,7,9.810000847210176e-07,
GurobiSolver,7,1.9159999737894395e-06,
CombinatorialBnB,7,9.530000397717231e-07,
GurobiSolver,7,1.030000021273736e-06,
CombinatorialBnB,7,9.169999657387962e-07,
GurobiSolver,7,1.0769999789772555e-06,
CombinatorialBnB,7,9.569999974701204e-07,
GurobiSolver,7,1.1200000926692155e-06,
CombinatorialBnB,7,8.590000106778461e-07,
GurobiSolver,7,9.379999710290576e-07,
CombinatorialBnB,7,8.78000037118909e-07,
GurobiSolver,7,1.4460000556937302e-06,
CombinatorialBnB,7,9.610000688553555e-07,
GurobiSolver,7,1.2689999948634068e-06,
CombinatorialBnB,7,1.0679999604690238e-06,
GurobiSolver,7,1.4390000160346972e-06,
CombinatorialBnB,7,1.0490000477147987e-06,
GurobiSolver,7,1.6710000636521727e-06,
CombinatorialBnB,7,9.709999631013488e-07,
GurobiSolver,7,1.2869999181930325e-06,
CombinatorialBnB,7,1.0090000159834744e-06,
GurobiSolver,7,2.080000058413134e-06,
CombinatorialBnB,7,9.4600000011269e-07,
GurobiSolver,7,1.3339999895833898e-06,
CombinatorialBnB,7,1.1719999974957318e-06,
GurobiSolver,7,1.1610000001383014e-06,
CombinatorialBnB,7,8.490000027450151e-07,
GurobiSolver,7,1.035999957821332e-06,
CombinatorialBnB,7,7.859999868742307e-07,
GurobiSolver,7,1.1199999789823778e-06,
CombinatorialBnB,7,1.0830000292116893e-06,
GurobiSolver,7,1.0019999763244414e-06,
CombinatorialBnB,7,8.260000186055549e-07,
GurobiSolver,7,1.2689999948634068e-06,
CombinatorialBnB,7,1.0210000027655042e-06,
GurobiSolver,7,9.95000050352246e-07,
CombinatorialBnB,7,9.350000027552596e-07,
GurobiSolver,7,1.764999979059212e-06,
CombinatorialBnB,7,1.2639999340535724e-06,
GurobiSolver,7,1.6849999155965634e-06,
CombinatorialBnB,7,1.0420000080557656e-06,
GurobiSolver,7,1.4869999631628161e-06,
CombinatorialBnB,7,8.309999657285516e-07,
GurobiSolver,7,9.75000034486584e-07,
CombinatorialBnB,7,9.30000055632263e-07,
GurobiSolver,7,1.3330000001587905e-06,
CombinatorialBnB,7,1.1270000186414109e-06,
GurobiSolver,7,1.0700000530050602e-06,
CombinatorialBnB,7,8.470000238958164e-07,
GurobiSolver,7,1.3659999922310817e-06,
CombinatorialBnB,7,9.170000794256339e-07,
GurobiSolver,7,1.628999939384812e-06,
CombinatorialBnB,7,9.200000476994319e-07,
GurobiSolver,7,1.1849999737023609e-06,
CombinatorialBnB,7,8.38999994812184e-07,
GurobiSolver,7,9.830000635702163e-07,
CombinatorialBnB,7,1.1639999684120994e-06,
GurobiSolver,7,1.10500002392655e-06,
CombinatorialBnB,7,8.590000106778461e-07,
GurobiSolver,7,1.08200003978709e-06,
CombinatorialBnB,7,8.730000899959123e-07,
GurobiSolver,7,1.3129999842931284e-06,
CombinatorialBnB,7,1.677999989624368e-06,
GurobiSolver,7,3.644000003077963e-06,
CombinatorialBnB,7,1.0090000159834744e-06,
GurobiSolver,7,1.317999931416125e-06,
CombinatorialBnB,7,9.479999789618887e-07,
GurobiSolver,7,1.2820000847568735e-06,
CombinatorialBnB,7,8.759999445828726e-07,
GurobiSolver,7,1.3379999472817872e-06,
CombinatorialBnB,7,1.0690000635804608e-06,
GurobiSolver,7,1.2509999578469433e-06,
CombinatorialBnB,7,9.209999234371935e-07,
GurobiSolver,7,1.147000034507073e-06,
CombinatorialBnB,7,8.040000238906941e-07,
GurobiSolver,7,3.666999987217423e-06,
CombinatorialBnB,7,1.2070000821040594e-06,
GurobiSolver,7,1.3579999631474493e-06,
CombinatorialBnB,7,1.1770000583055662e-06,
GurobiSolver,7,1.2140000080762547e-06,
CombinatorialBnB,7,1.6689999711161363e-06,
GurobiSolver,7,1.3720000424655154e-06,
CombinatorialBnB,7,1.0840000186362886e-06,
GurobiSolver,7,1.5770000345582957e-06,
CombinatorialBnB,7,9.030000001075678e-07,
GurobiSolver,7,1.8509999790694565e-06,
CombinatorialBnB,7,2.0790000689885346e-06,
GurobiSolver,7,2.3280000505110365e-06,
CombinatorialBnB,7,1.0100000054080738e-06,
GurobiSolver,7,1.3789999684377108e-06,
CombinatorialBnB,7,1.2479999895731453e-06,
GurobiSolver,7,2.9159999712646822e-06,
CombinatorialBnB,7,1.3039999657848966e-06,
GurobiSolver,7,1.2940000715389033e-06,
CombinatorialBnB,7,1.6210000239880173e-06,
GurobiSolver,7,1.4830000054644188e-06,
CombinatorialBnB,7,9.609999551685178e-07,
GurobiSolver,7,2.1139999262231868e-06,
CombinatorialBnB,7,1.0499999234525603e-06,
GurobiSolver,7,1.1490000133562717e-06,
CombinatorialBnB,7,1.095000015993719e-06,
GurobiSolver,7,2.24500001877459e-06,
CombinatorialBnB,7,1.2780000133716385e-06,
GurobiSolver,7,1.6989999949146295e-06,
CombinatorialBnB,7,1.4830000054644188e-06,
GurobiSolver,7,1.1409999842726393e-06,
CombinatorialBnB,7,1.0600000450722291e-06,
GurobiSolver,7,1.304999955209496e-06,
CombinatorialBnB,7,8.889999207895016e-07,
GurobiSolver,7,1.2830000741814729e-06,
CombinatorialBnB,7,9.35999992179859e-07,
GurobiSolver,7,9.98000018626044e-07,
CombinatorialBnB,7,8.560000424040481e-07,
GurobiSolver,7,1.0799999472510535e-06,
CombinatorialBnB,7,8.38999994812184e-07,
GurobiSolver,7,1.1560000530153047e-06,
CombinatorialBnB,7,8.770000476943096e-07,
GurobiSolver,7,1.2806999961867405e-05,
CombinatorialBnB,7,1.0840000186362886e-06,
GurobiSolver,7,1.1060000133511494e-06,
CombinatorialBnB,7,1.3270000636111945e-06,
GurobiSolver,7,2.3370000690192683e-06,
CombinatorialBnB,7,9.530000397717231e-07,
GurobiSolver,7,1.2330000345173175e-06,
CombinatorialBnB,7,1.1199999789823778e-06,
GurobiSolver,7,1.8810000028679497e-06,
CombinatorialBnB,7,9.610000688553555e-07,
GurobiSolver,7,1.2419999393387116e-06,
CombinatorialBnB,7,1.0290000318491366e-06,
GurobiSolver,7,1.445000066269131e-06,
CombinatorialBnB,7,1.4779999446545844e-06,
GurobiSolver,7,2.1319999632396502e-06,
CombinatorialBnB,7,1.2450000212993473e-06,
GurobiSolver,7,1.0089999022966367e-06,
CombinatorialBnB,7,8.099999604382901e-07,
GurobiSolver,7,9.220000265486306e-07,
CombinatorialBnB,7,8.150000212481245e-07,
GurobiSolver,7,1.2269999842828838e-06,
CombinatorialBnB,7,2.1879999394514016e-06,
GurobiSolver,7,3.424000055929355e-06,
CombinatorialBnB,7,1.424999936716631e-06,
GurobiSolver,7,1.3560000979850884e-06,
CombinatorialBnB,7,1.576999920871458e-06,
GurobiSolver,7,9.569999974701204e-07,
CombinatorialBnB,7,8.029999207792571e-07,
GurobiSolver,7,1.1980000635958277e-06,
CombinatorialBnB,7,1.0200000133409048e-06,
GurobiSolver,7,1.0199998996540671e-06,
CombinatorialBnB,7,1.0180000344917062e-06,
GurobiSolver,7,1.5570000186926336e-06,
CombinatorialBnB,7,1.034000092658971e-06,
GurobiSolver,7,1.1220000715184142e-06,
CombinatorialBnB,7,1.210999926115619e-06,
GurobiSolver,7,1.1490000133562717e-06,
CombinatorialBnB,7,2.1659999447365408e-06,
GurobiSolver,7,2.0720000293295016e-06,
CombinatorialBnB,7,1.5309999525925377e-06,
GurobiSolver,7,9.95000050352246e-07,
CombinatorialBnB,7,9.070000714928028e-07,
GurobiSolver,7,1.9459999975879327e-06,
CombinatorialBnB,7,8.119999392874888e-07,
GurobiSolver,7,1.3229999922259594e-06,
CombinatorialBnB,7,7.699999287069659e-07,
GurobiSolver,7,1.3999999737279722e-06,
CombinatorialBnB,7,1.0119999842572724e-06,
GurobiSolver,7,1.102000055652752e-06,
CombinatorialBnB,7,8.370000159629853e-07,
GurobiSolver,7,1.0049999445982394e-06,
CombinatorialBnB,7,8.639999578008428e-07,
GurobiSolver,7,1.0170000450671068e-06,
CombinatorialBnB,7,1.2990000186619e-06,
GurobiSolver,7,1.2539999261207413e-06,
CombinatorialBnB,7,1.8740000768957543e-06,
GurobiSolver,7,1.2839999499192345e-06,
CombinatorialBnB,7,1.2660000265896088e-06,
GurobiSolver,7,1.1519999816300697e-06,
CombinatorialBnB,7,9.30000055632263e-07,
GurobiSolver,7,1.1959999710597913e-06,
CombinatorialBnB,7,9.259999842470279e-07,
GurobiSolver,7,1.2089999472664203e-06,
CombinatorialBnB,7,1.0180000344917062e-06,
GurobiSolver,7,1.3850000186721445e-06,
CombinatorialBnB,7,1.2379999816403142e-06,
GurobiSolver,7,1.6039999763961532e-06,
CombinatorialBnB,7,8.649999472254422e-07,
GurobiSolver,7,1.3380000609686249e-06,
CombinatorialBnB,7,2.4930000108724926e-06,
GurobiSolver,7,1.0889999657592853e-06,
CombinatorialBnB,7,1.1030000450773514e-06,
GurobiSolver,7,1.8940000927614165e-06,
CombinatorialBnB,7,1.1729999869203311e-06,
GurobiSolver,7,1.0740000107034575e-06,
CombinatorialBnB,7,1.0740000107034575e-06,
GurobiSolver,7,1.1669999366858974e-06,
CombinatorialBnB,7,8.81000005392707e-07,
GurobiSolver,7,9.569999974701204e-07,
CombinatorialBnB,7,8.560000424040481e-07,
GurobiSolver,7,1.1719999974957318e-06,
CombinatorialBnB,7,8.819999948173063e-07,
GurobiSolver,7,1.0210000027655042e-06,
CombinatorialBnB,7,1.3170000556783634e-06,
GurobiSolver,7,1.5540000504188356e-06,
CombinatorialBnB,7,1.0170000450671068e-06,
GurobiSolver,7,1.1680000397973345e-06,
CombinatorialBnB,7,1.0610000344968284e-06,
GurobiSolver,7,1.2829999604946352e-06,
CombinatorialBnB,7,8.509999815942138e-07,
GurobiSolver,7,1.3089999129078933e-06,
CombinatorialBnB,7,9.630000477045542e-07,
GurobiSolver,7,1.0090000159834744e-06,
CombinatorialBnB,7,1.0019999763244414e-06,
GurobiSolver,7,9.190000582748326e-07,
CombinatorialBnB,7,9.340000133306603e-07,
GurobiSolver,7,9.990000080506434e-07,
CombinatorialBnB,7,1.1989999393335893e-06,
GurobiSolver,7,9.110000291912002e-07,
CombinatorialBnB,7,8.430000661974191e-07,
GurobiSolver,7,1.1969999604843906e-06,
CombinatorialBnB,7,7.78000071477436e-07,
GurobiSolver,7,9.619999445931171e-07,
CombinatorialBnB,7,1.1280000080660102e-06,
GurobiSolver,7,9.679999948275508e-07,
CombinatorialBnB,7,1.4949999922464485e-06,
GurobiSolver,7,2.2589999844058184e-06,
CombinatorialBnB,7,1.0409999049443286e-06,
GurobiSolver,7,9.730000556373852e-07,
CombinatorialBnB,7,1.0100000054080738e-06,
GurobiSolver,7,1.2880000213044696e-06,
CombinatorialBnB,7,1.189000045087596e-06,
GurobiSolver,7,9.960000397768454e-07,
CombinatorialBnB,7,9.120000186157995e-07,
GurobiSolver,7,1.1130000530101825e-06,
CombinatorialBnB,7,9.210000371240312e-07,
GurobiSolver,7,9.240000053978292e-07,
CombinatorialBnB,7,7.889999551480287e-07,
GurobiSolver,7,1.10500002392655e-06,
CombinatorialBnB,7,8.460000344712171e-07,
GurobiSolver,7,8.900000239009387e-07,
CombinatorialBnB,7,9.639999234423158e-07,
GurobiSolver,7,1.4570000530511606e-06,
CombinatorialBnB,7,1.6029999869715539e-06,
GurobiSolver,7,1.0150000662179082e-06,
CombinatorialBnB,7,9.350000027552596e-07,
GurobiSolver,7,1.251000071533781e-06,
