solver,jobs,elapsed,value
GurobiSolver,10,1.4290000081018661e-06,
CombinatorialBnB,10,1.1339999446136062e-06,
GurobiSolver,10,1.0029999657490407e-06,
CombinatorialBnB,10,8.700000080352766e-07,
GurobiSolver,10,1.1029999313905137e-06,
CombinatorialBnB,10,1.0200000133409048e-06,
GurobiSolver,10,1.150000002780871e-06,
CombinatorialBnB,10,7.700000423938036e-07,
GurobiSolver,10,1.2900000001536682e-06,
CombinatorialBnB,10,1.1610000001383014e-06,
GurobiSolver,10,1.1670000503727351e-06,
CombinatorialBnB,10,8.439999419351807e-07,
GurobiSolver,10,2.431999973850907e-06,
CombinatorialBnB,10,1.0740000107034575e-06,
GurobiSolver,10,1.4239999472920317e-06,
CombinatorialBnB,10,1.2760000345224398e-06,
GurobiSolver,10,2.4529999791411683e-06,
CombinatorialBnB,10,1.0229999816147028e-06,
GurobiSolver,10,1.2479999895731453e-06,
CombinatorialBnB,10,9.290000662076636e-07,
GurobiSolver,10,1.0290000318491366e-06,
CombinatorialBnB,10,1.1799999128925265e-06,
GurobiSolver,10,1.0390000397819676e-06,
CombinatorialBnB,10,1.5209999446597067e-06,
GurobiSolver,10,8.890000344763394e-07,
CombinatorialBnB,10,1.10500002392655e-06,
GurobiSolver,10,1.1869999525515595e-06,
CombinatorialBnB,10,2.2269999817581265e-06,
GurobiSolver,10,9.440000212634914e-07,
CombinatorialBnB,10,1.0969999948429177e-06,
GurobiSolver,10,1.1869999525515595e-06,
CombinatorialBnB,10,1.6029999869715539e-06,
GurobiSolver,10,1.2300000662435195e-06,
CombinatorialBnB,10,1.055999973686994e-06,
GurobiSolver,10,1.1040000345019507e-06,
CombinatorialBnB,10,8.819999948173063e-07,
GurobiSolver,10,9.93999947240809e-07,
CombinatorialBnB,10,9.010000212583691e-07,
GurobiSolver,10,1.0049999445982394e-06,
CombinatorialBnB,10,1.8440000530972611e-06,
GurobiSolver,10,1.0250000741507392e-06,
CombinatorialBnB,10,8.81000005392707e-07,
GurobiSolver,10,1.452000105928164e-06,
CombinatorialBnB,10,1.0730000212788582e-06,
GurobiSolver,10,1.085000008060888e-06,
CombinatorialBnB,10,1.1750000794563675e-06,
GurobiSolver,10,1.2010000318696257e-06,
CombinatorialBnB,10,1.0659999816198251e-06,
GurobiSolver,10,1.4579999287889223e-06,
CombinatorialBnB,10,1.0350000820835703e-06,
GurobiSolver,10,1.1299999869152089e-06,
CombinatorialBnB,10,1.1790000371547649e-06,
GurobiSolver,10,9.96999915514607e-07,
CombinatorialBnB,10,8.99999918146932e-07,
GurobiSolver,10,1.3200000239521614e-06,
CombinatorialBnB,10,1.5150000081121107e-06,
GurobiSolver,10,1.3689999605048797e-06,
CombinatorialBnB,10,1.1750000794563675e-06,
GurobiSolver,10,1.0510000265639974e-06,
CombinatorialBnB,10,9.149999868895975e-07,
GurobiSolver,10,8.920000027501374e-07,
CombinatorialBnB,10,9.279999630962266e-07,
GurobiSolver,10,1.100999952541315e-06,
CombinatorialBnB,10,9.949999366654083e-07,
GurobiSolver,10,1.2030000107188243e-06,
CombinatorialBnB,10,1.0080000265588751e-06,
GurobiSolver,10,1.0560000873738318e-06,
CombinatorialBnB,10,1.3370000715440256e-06,
GurobiSolver,10,1.4469999314314919e-06,
CombinatorialBnB,10,1.4349999446494621e-06,
GurobiSolver,10,9.230000159732299e-07,
CombinatorialBnB,10,7.549999736511381e-07,
GurobiSolver,10,1.2959999367012642e-06,
CombinatorialBnB,10,1.1280000080660102e-06,
GurobiSolver,10,8.729999763090746e-07,
CombinatorialBnB,10,9.41999928727455e-07,
GurobiSolver,10,1.7630000002100132e-06,
CombinatorialBnB,10,9.120000186157995e-07,
GurobiSolver,10,9.279999630962266e-07,
CombinatorialBnB,10,9.4600000011269e-07,
GurobiSolver,10,1.2860000424552709e-06,
CombinatorialBnB,10,9.870000212686136e-07,
GurobiSolver,10,1.0169999313802691e-06,
CombinatorialBnB,10,8.460000344712171e-07,
GurobiSolver,10,9.089999366551638e-07,
CombinatorialBnB,10,1.0100000054080738e-06,
GurobiSolver,10,1.0210000027655042e-06,
CombinatorialBnB,10,9.100000397666008e-07,
GurobiSolver,10,1.3769999895885121e-06,
CombinatorialBnB,10,1.0449999763295637e-06,
GurobiSolver,10,8.8800004505174e-07,
CombinatorialBnB,10,9.190000582748326e-07,
GurobiSolver,10,1.1070000027757487e-06,
CombinatorialBnB,10,8.439999419351807e-07,
GurobiSolver,10,9.970000292014447e-07,
CombinatorialBnB,10,9.919999683916103e-07,
GurobiSolver,10,1.6619999314571032e-06,
CombinatorialBnB,10,9.650000265537528e-07,
GurobiSolver,10,1.1150000318593811e-06,
CombinatorialBnB,10,9.799999816095806e-07,
GurobiSolver,10,1.0070000371342758e-06,
CombinatorialBnB,10,1.521999934084306e-06,
GurobiSolver,10,1.13999999484804e-06,
CombinatorialBnB,10,9.75000034486584e-07,
GurobiSolver,10,1.2779998996848008e-06,
CombinatorialBnB,10,1.0090000159834744e-06,
GurobiSolver,10,1.4320000900625018e-06,
CombinatorialBnB,10,1.7139999499704572e-06,
GurobiSolver,10,2.1590000187643454e-06,
CombinatorialBnB,10,1.445000066269131e-06,
GurobiSolver,10,8.900000239009387e-07,
CombinatorialBnB,10,1.1650000715235365e-06,
GurobiSolver,10,2.499999936844688e-06,
CombinatorialBnB,10,1.3609999314212473e-06,
GurobiSolver,10,8.980000529845711e-07,
CombinatorialBnB,10,8.530000741302501e-07,
GurobiSolver,10,3.686000013658486e-06,
CombinatorialBnB,10,9.870000212686136e-07,
GurobiSolver,10,1.4670000609839917e-06,
CombinatorialBnB,10,7.790000609020353e-07,
GurobiSolver,10,1.4549999605151243e-06,
CombinatorialBnB,10,1.1189999895577785e-06,
GurobiSolver,10,1.090999944608484e-06,
CombinatorialBnB,10,8.470000238958164e-07,
GurobiSolver,10,3.109999966000032e-06,
CombinatorialBnB,10,1.032999989547534e-06,
GurobiSolver,10,9.000000318337698e-07,
CombinatorialBnB,10,7.959999948070617e-07,
GurobiSolver,10,1.0549999842623947e-06,
CombinatorialBnB,10,1.1509999922054703e-06,
GurobiSolver,10,1.2579999975059764e-06,
CombinatorialBnB,10,1.0169999313802691e-06,
GurobiSolver,10,1.3260000741865952e-06,
CombinatorialBnB,10,1.759000042511616e-06,
GurobiSolver,10,1.085000008060888e-06,
CombinatorialBnB,10,1.048999934027961e-06,
GurobiSolver,10,1.089000079446123e-06,
CombinatorialBnB,10,8.679999154992402e-07,
GurobiSolver,10,1.0219999921901035e-06,
CombinatorialBnB,10,9.200000476994319e-07,
GurobiSolver,10,9.58999976319319e-07,
CombinatorialBnB,10,8.199999683711212e-07,
GurobiSolver,10,9.999999974752427e-07,
CombinatorialBnB,10,1.1869999525515595e-06,
GurobiSolver,10,1.2030000107188243e-06,
CombinatorialBnB,10,9.179999551633955e-07,
GurobiSolver,10,1.3700000636163168e-06,
CombinatorialBnB,10,1.1649999578366987e-06,
GurobiSolver,10,2.529999960643181e-06,
CombinatorialBnB,10,1.8729999737843173e-06,
GurobiSolver,10,2.5100000584643567e-06,
CombinatorialBnB,10,3.950999939661415e-06,
GurobiSolver,10,1.1649999578366987e-06,
CombinatorialBnB,10,9.960000397768454e-07,
GurobiSolver,10,1.4229999578674324e-06,
CombinatorialBnB,10,9.699999736767495e-07,
GurobiSolver,10,1.4239999472920317e-06,
CombinatorialBnB,10,2.650000055837154e-06,
GurobiSolver,10,1.2809999816454365e-06,
CombinatorialBnB,10,1.0090000159834744e-06,
GurobiSolver,10,2.1299999843904516e-06,
CombinatorialBnB,10,9.799999816095806e-07,
GurobiSolver,10,1.2069999684172217e-06,
CombinatorialBnB,10,1.3040000794717344e-06,
GurobiSolver,10,1.1430000768086757e-06,
CombinatorialBnB,10,9.740000450619846e-07,
GurobiSolver,10,1.2939999578520656e-06,
CombinatorialBnB,10,2.322999989701202e-06,
GurobiSolver,10,1.2750000450978405e-06,
CombinatorialBnB,10,1.2379999816403142e-06,
GurobiSolver,10,1.0869999869100866e-06,
CombinatorialBnB,10,8.849999630911043e-07,
GurobiSolver,10,1.2860000424552709e-06,
CombinatorialBnB,10,8.819999948173063e-07,
GurobiSolver,10,1.0190000239163055e-06,
CombinatorialBnB,10,8.000000661922968e-07,
GurobiSolver,10,1.2950000609635026e-06,
CombinatorialBnB,10,9.579999868947198e-07,
GurobiSolver,10,1.4869999631628161e-06,
CombinatorialBnB,10,1.03899992609513e-06,
GurobiSolver,10,2.2930000795895467e-06,
CombinatorialBnB,10,1.0649999921952258e-06,
GurobiSolver,10,1.3409999155555852e-06,
CombinatorialBnB,10,9.379999710290576e-07,
GurobiSolver,10,3.40799999776209e-06,
CombinatorialBnB,10,1.6320000213454477e-06,
GurobiSolver,10,2.016999928855512e-06,
CombinatorialBnB,10,2.2389999685401563e-06,
GurobiSolver,10,1.9489999658617307e-06,
CombinatorialBnB,10,1.113999928747944e-06,
GurobiSolver,10,1.0420000080557656e-06,
CombinatorialBnB,10,8.480000133204157e-07,
GurobiSolver,10,1.5150000081121107e-06,
CombinatorialBnB,10,1.199000053020427e-06,
GurobiSolver,10,9.329999102192232e-07,
CombinatorialBnB,10,8.8800004505174e-07,
GurobiSolver,10,1.0479999446033617e-06,
CombinatorialBnB,10,1.1549999499038677e-06,
GurobiSolver,10,1.0549999842623947e-06,
CombinatorialBnB,10,9.390000741404947e-07,
GurobiSolver,10,1.0439999869049643e-06,
CombinatorialBnB,10,1.0669999710444245e-06,
GurobiSolver,10,9.85000042419415e-07,
CombinatorialBnB,10,1.364000013381883e-06,
GurobiSolver,10,1.0480000582901994e-06,
CombinatorialBnB,10,9.130000080403988e-07,
GurobiSolver,10,1.0649999921952258e-06,
CombinatorialBnB,10,1.0740000107034575e-06,
GurobiSolver,10,1.0420000080557656e-06,
CombinatorialBnB,10,1.3779999790131114e-06,
GurobiSolver,10,1.0159999419556698e-06,
CombinatorialBnB,10,1.2590001006174134e-06,
GurobiSolver,10,1.1419999736972386e-06,
CombinatorialBnB,10,1.0249999604639015e-06,
GurobiSolver,10,1.269999984288006e-06,
CombinatorialBnB,10,1.4489999102806905e-06,
GurobiSolver,10,1.217999965774652e-06,
CombinatorialBnB,10,1.2279999737074832e-06,
GurobiSolver,10,1.9279999605714693e-06,
CombinatorialBnB,10,1.0620000239214278e-06,
GurobiSolver,10,9.619999445931171e-07,
CombinatorialBnB,10,8.879999313649023e-07,
GurobiSolver,10,1.604000090082991e-06,
CombinatorialBnB,10,1.2560000186567777e-06,
GurobiSolver,10,1.085000008060888e-06,
CombinatorialBnB,10,1.35699997372285e-06,
GurobiSolver,10,1.1040000345019507e-06,
CombinatorialBnB,10,1.202000021294225e-06,
GurobiSolver,10,1.2720000768240425e-06,
CombinatorialBnB,10,1.0930000371445203e-06,
GurobiSolver,10,1.1710000080711325e-06,
CombinatorialBnB,10,9.420000424142927e-07,
GurobiSolver,10,1.4390000160346972e-06,
CombinatorialBnB,10,1.1119999498987454e-06,
GurobiSolver,10,9.860000318440143e-07,
CombinatorialBnB,10,9.739999313751468e-07,
GurobiSolver,10,1.1900000345121953e-06,
CombinatorialBnB,10,9.30000055632263e-07,
GurobiSolver,10,1.0460000794410007e-06,
CombinatorialBnB,10,8.680000291860779e-07,
GurobiSolver,10,1.5979999261617195e-06,
CombinatorialBnB,10,1.1280000080660102e-06,
GurobiSolver,10,1.0129999736818718e-06,
CombinatorialBnB,10,8.409999736613827e-07,
GurobiSolver,10,1.576999920871458e-06,
CombinatorialBnB,10,1.580999992256693e-06,
GurobiSolver,10,1.1800000265793642e-06,
CombinatorialBnB,10,1.0200000133409048e-06,
GurobiSolver,10,8.990000424091704e-07,
CombinatorialBnB,10,2.8199999633216066e-06,
GurobiSolver,10,1.1980000635958277e-06,
CombinatorialBnB,10,1.087999976334686e-06,
GurobiSolver,10,1.0049999445982394e-06,
CombinatorialBnB,10,8.629999683762435e-07,
GurobiSolver,10,9.86999907581776e-07,
CombinatorialBnB,10,1.3080000371701317e-06,
GurobiSolver,10,1.0859999974854873e-06,
CombinatorialBnB,10,7.599999207741348e-07,
GurobiSolver,10,1.8839999711417477e-06,
CombinatorialBnB,10,2.117999997608422e-06,
GurobiSolver,10,9.56000008045521e-07,
CombinatorialBnB,10,1.0049999445982394e-06,
GurobiSolver,10,1.0539999948377954e-06,
CombinatorialBnB,10,1.5610000900778687e-06,
GurobiSolver,10,9.099999260797631e-07,
CombinatorialBnB,10,1.0670000847312622e-06,
GurobiSolver,10,1.1209999684069771e-06,
CombinatorialBnB,10,1.107999992200348e-06,
GurobiSolver,10,1.6989999949146295e-06,
CombinatorialBnB,10,8.609999895270448e-07,
GurobiSolver,10,9.520000503471238e-07,
CombinatorialBnB,10,1.2450000212993473e-06,
GurobiSolver,10,1.0030000794358784e-06,
CombinatorialBnB,10,7.800000503266347e-07,
GurobiSolver,10,1.1649999578366987e-06,
CombinatorialBnB,10,1.1240000503676129e-06,
GurobiSolver,10,1.0029999657490407e-06,
CombinatorialBnB,10,8.719999868844752e-07,
GurobiSolver,10,4.026000056001067e-06,
CombinatorialBnB,10,1.3820000503983465e-06,
GurobiSolver,10,1.0079999128720374e-06,
CombinatorialBnB,10,7.689999392823665e-07,
GurobiSolver,10,1.3889999763705418e-06,
CombinatorialBnB,10,1.6529999129488715e-06,
GurobiSolver,10,1.0469999551787623e-06,
CombinatorialBnB,10,7.950000053824624e-07,
GurobiSolver,10,1.0469999551787623e-06,
CombinatorialBnB,10,8.010000556168961e-07,
GurobiSolver,10,1.4540000847773626e-06,
CombinatorialBnB,10,1.2750000450978405e-06,
GurobiSolver,10,1.1209999684069771e-06,
CombinatorialBnB,10,8.3000008999079e-07,
GurobiSolver,10,1.1820000054285629e-06,
CombinatorialBnB,10,8.700000080352766e-07,
GurobiSolver,10,1.0200000133409048e-06,
CombinatorialBnB,10,1.275999920835602e-06,
GurobiSolver,10,3.3369999528076733e-06,
CombinatorialBnB,10,1.0579999525361927e-06,
GurobiSolver,10,9.56000008045521e-07,
CombinatorialBnB,10,8.649999472254422e-07,
GurobiSolver,10,1.0029999657490407e-06,
CombinatorialBnB,10,1.3590000662588864e-06,
GurobiSolver,10,1.3000000080864993e-06,
CombinatorialBnB,10,1.2299999525566818e-06,
GurobiSolver,10,1.0699999393182225e-06,
CombinatorialBnB,10,1.1129999393233447e-06,
GurobiSolver,10,1.0800000609378912e-06,
CombinatorialBnB,10,1.3869999975213432e-06,
GurobiSolver,10,1.002000090011279e-06,
CombinatorialBnB,10,8.4499993135978e-07,
GurobiSolver,10,1.4820000160398195e-06,
CombinatorialBnB,10,1.0379999366705306e-06,
GurobiSolver,10,1.4090001059230417e-06,
CombinatorialBnB,10,8.679999154992402e-07,
GurobiSolver,10,1.5210000583465444e-06,
CombinatorialBnB,10,1.3769999895885121e-06,
GurobiSolver,10,1.186000076813798e-06,
CombinatorialBnB,10,8.490000027450151e-07,
GurobiSolver,10,1.0339999789721332e-06,
CombinatorialBnB,10,7.130000767574529e-07,
GurobiSolver,10,1.0129999736818718e-06,
CombinatorialBnB,10,1.0750000001280569e-06,
GurobiSolver,10,1.0230000953015406e-06,
CombinatorialBnB,10,8.529999604434124e-07,
GurobiSolver,10,1.390000079481979e-06,
CombinatorialBnB,10,1.5900000107649248e-06,
GurobiSolver,10,1.1140000424347818e-06,
CombinatorialBnB,10,9.249999948224286e-07,
GurobiSolver,10,2.02800003989978e-06,
CombinatorialBnB,10,9.670000054029515e-07,
GurobiSolver,10,1.0080000265588751e-06,
CombinatorialBnB,10,1.0279999287376995e-06,
GurobiSolver,10,1.0320000001229346e-06,
CombinatorialBnB,10,2.4180000082196784e-06,
GurobiSolver,10,1.042999997480365e-06,
CombinatorialBnB,10,1.0779999684018549e-06,
GurobiSolver,10,1.0810000503624906e-06,
CombinatorialBnB,10,1.4859999737382168e-06,
GurobiSolver,10,1.1989999393335893e-06,
CombinatorialBnB,10,1.419000000169035e-06,
GurobiSolver,10,1.0600000450722291e-06,
CombinatorialBnB,10,2.6060000664074323e-06,
GurobiSolver,10,1.2140000080762547e-06,
CombinatorialBnB,10,1.3720000424655154e-06,
GurobiSolver,10,1.037000060932769e-06,
CombinatorialBnB,10,1.2719999631372048e-06,
GurobiSolver,10,1.000999986899842e-06,
CombinatorialBnB,10,7.940000159578631e-07,
GurobiSolver,10,2.9570001061074436e-06,
CombinatorialBnB,10,1.1760000688809669e-06,
GurobiSolver,10,1.7380000372213544e-06,
CombinatorialBnB,10,1.0949999023068813e-06,
GurobiSolver,10,9.670000054029515e-07,
CombinatorialBnB,10,1.362999910270446e-06,
GurobiSolver,10,9.919999683916103e-07,
CombinatorialBnB,10,9.620000582799548e-07,
GurobiSolver,10,1.097999984267517e-06,
CombinatorialBnB,10,8.439999419351807e-07,
GurobiSolver,10,1.4910000345480512e-06,
CombinatorialBnB,10,1.0630000133460271e-06,
GurobiSolver,10,9.640000371291535e-07,
CombinatorialBnB,10,7.610000238855719e-07,
GurobiSolver,10,1.4869999631628161e-06,
CombinatorialBnB,10,9.539999155094847e-07,
GurobiSolver,10,8.639999578008428e-07,
CombinatorialBnB,10,8.31999955153151e-07,
GurobiSolver,10,1.217999965774652e-06,
CombinatorialBnB,10,1.627000074222451e-06,
GurobiSolver,10,1.1729999869203311e-06,
CombinatorialBnB,10,8.409999736613827e-07,
GurobiSolver,10,2.8720000955217984e-06,
CombinatorialBnB,10,1.4770000689168228e-06,
GurobiSolver,10,9.289999525208259e-07,
CombinatorialBnB,10,8.409999736613827e-07,
GurobiSolver,10,9.95000050352246e-07,
CombinatorialBnB,10,1.4199999895936344e-06,
GurobiSolver,10,1.192000013361394e-06,
CombinatorialBnB,10,8.879999313649023e-07,
GurobiSolver,10,1.660999942032504e-06,
CombinatorialBnB,10,1.0960000054183183e-06,
GurobiSolver,10,1.1889999314007582e-06,
CombinatorialBnB,10,9.689999842521502e-07,
GurobiSolver,10,1.0139999631064711e-06,
CombinatorialBnB,10,8.139999181366875e-07,
GurobiSolver,10,1.3719999287786777e-06,
CombinatorialBnB,10,8.979999392977334e-07,
GurobiSolver,10,1.1790000371547649e-06,
CombinatorialBnB,10,9.080000609174022e-07,
GurobiSolver,10,1.463999979023356e-06,
CombinatorialBnB,10,1.0190000239163055e-06,
GurobiSolver,10,1.3659999922310817e-06,
CombinatorialBnB,10,8.010000556168961e-07,
GurobiSolver,10,9.799999816095806e-07,
CombinatorialBnB,10,1.0660000953066628e-06,
GurobiSolver,10,1.0580000662230304e-06,
CombinatorialBnB,10,1.0019999763244414e-06,
GurobiSolver,10,9.98000018626044e-07,
CombinatorialBnB,10,1.050000037139398e-06,
GurobiSolver,10,1.0700000530050602e-06,
CombinatorialBnB,10,8.769999340074719e-07,
GurobiSolver,10,2.1240000478428556e-06,
CombinatorialBnB,10,1.0999999631167157e-06,
GurobiSolver,10,1.4990000636316836e-06,
CombinatorialBnB,10,8.760000582697103e-07,
GurobiSolver,10,1.1120000635855831e-06,
CombinatorialBnB,10,2.645999984451919e-06,
GurobiSolver,10,1.1140000424347818e-06,
CombinatorialBnB,10,9.640000371291535e-07,
GurobiSolver,10,1.4700000292577897e-06,
CombinatorialBnB,10,1.0360000715081696e-06,
GurobiSolver,10,1.08200003978709e-06,
CombinatorialBnB,10,1.000999986899842e-06,
GurobiSolver,10,1.1010000662281527e-06,
CombinatorialBnB,10,1.8540000610300922e-06,
GurobiSolver,10,1.2740000556732411e-06,
CombinatorialBnB,10,1.67500002135057e-06,
GurobiSolver,10,1.2479999895731453e-06,
CombinatorialBnB,10,9.660000159783522e-07,
GurobiSolver,10,1.0689999498936231e-06,
CombinatorialBnB,10,7.880000794102671e-07,
GurobiSolver,10,1.361000045108085e-06,
CombinatorialBnB,10,1.886000063677784e-06,
GurobiSolver,10,9.230000159732299e-07,
CombinatorialBnB,10,1.5060001032907167e-06,
GurobiSolver,10,1.1129999393233447e-06,
CombinatorialBnB,10,8.440000556220184e-07,
GurobiSolver,10,9.949999366654083e-07,
CombinatorialBnB,10,2.1360000346248853e-06,
GurobiSolver,10,1.1130000530101825e-06,
CombinatorialBnB,10,3.750499990928802e-05,
GurobiSolver,10,9.88000010693213e-07,
CombinatorialBnB,10,1.1060000133511494e-06,
GurobiSolver,10,1.3609999314212473e-06,
CombinatorialBnB,10,1.5919999896141235e-06,
GurobiSolver,10,9.709999631013488e-07,
CombinatorialBnB,10,8.41999963085982e-07,
GurobiSolver,10,1.042999997480365e-06,
CombinatorialBnB,10,1.0229999816147028e-06,
GurobiSolver,10,1.528999973743339e-06,
CombinatorialBnB,10,8.590000106778461e-07,
GurobiSolver,10,1.4029999420017703e-06,
CombinatorialBnB,10,9.829999498833786e-07,
GurobiSolver,10,9.48999968386488e-07,
CombinatorialBnB,10,7.649999815839692e-07,
GurobiSolver,10,1.0969999948429177e-06,
CombinatorialBnB,10,9.150001005764352e-07,
GurobiSolver,10,9.760000239111832e-07,
CombinatorialBnB,10,7.570000661871745e-07,
GurobiSolver,10,1.2340000239419169e-06,
CombinatorialBnB,10,1.0479999446033617e-06,
GurobiSolver,10,9.83999939307978e-07,
CombinatorialBnB,10,1.0040000688604778e-06,
GurobiSolver,10,1.687999997557199e-06,
CombinatorialBnB,10,1.0229999816147028e-06,
GurobiSolver,10,9.48999968386488e-07,
CombinatorialBnB,10,9.35999992179859e-07,
GurobiSolver,10,1.941000050464936e-06,
CombinatorialBnB,10,2.031000008173578e-06,
GurobiSolver,10,1.1240000503676129e-06,
CombinatorialBnB,10,1.0680000741558615e-06,
GurobiSolver,10,1.2130000186516554e-06,
CombinatorialBnB,10,1.4419999843084952e-06,
GurobiSolver,10,1.0730000212788582e-06,
CombinatorialBnB,10,8.629999683762435e-07,
GurobiSolver,10,9.190000582748326e-07,
CombinatorialBnB,10,8.009999419300584e-07,
GurobiSolver,10,9.709999631013488e-07,
CombinatorialBnB,10,1.0560000873738318e-06,
GurobiSolver,10,1.1610000001383014e-06,
CombinatorialBnB,10,9.500000714979251e-07,
GurobiSolver,10,1.413000063621439e-06,
CombinatorialBnB,10,1.0799999472510535e-06,
GurobiSolver,10,9.210000371240312e-07,
CombinatorialBnB,10,8.299999763039523e-07,
GurobiSolver,10,1.249999968422344e-06,
CombinatorialBnB,10,1.406000023962406e-06,
GurobiSolver,10,9.599999657439184e-07,
CombinatorialBnB,10,8.920000027501374e-07,
GurobiSolver,10,9.890000001178123e-07,
CombinatorialBnB,10,8.980000529845711e-07,
GurobiSolver,10,9.660000159783522e-07,
CombinatorialBnB,10,8.670000397614785e-07,
GurobiSolver,10,1.0859999974854873e-06,
CombinatorialBnB,10,1.0769999789772555e-06,
GurobiSolver,10,9.259999842470279e-07,
CombinatorialBnB,10,7.719999075561645e-07,
GurobiSolver,10,1.092000047719921e-06,
CombinatorialBnB,10,1.0810000503624906e-06,
GurobiSolver,10,1.1390000054234406e-06,
CombinatorialBnB,10,7.649999815839692e-07,
GurobiSolver,10,9.609999551685178e-07,
CombinatorialBnB,10,9.200000476994319e-07,
GurobiSolver,10,1.040000029206567e-06,
CombinatorialBnB,10,8.31999955153151e-07,
GurobiSolver,10,1.1309999763398082e-06,
CombinatorialBnB,10,1.1850000873891986e-06,
GurobiSolver,10,9.310000450568623e-07,
CombinatorialBnB,10,1.5420000636368059e-06,
GurobiSolver,10,1.5900000107649248e-06,
CombinatorialBnB,10,8.900000239009387e-07,
GurobiSolver,10,2.671999936865177e-06,
CombinatorialBnB,10,1.2340000239419169e-06,
GurobiSolver,10,9.829999498833786e-07,
CombinatorialBnB,10,8.740000794205116e-07,
GurobiSolver,10,1.3449999869408202e-06,
CombinatorialBnB,10,9.37000095291296e-07,
GurobiSolver,10,8.879999313649023e-07,
CombinatorialBnB,10,9.010000212583691e-07,
GurobiSolver,10,1.158999907602265e-06,
CombinatorialBnB,10,9.999999974752427e-07,
GurobiSolver,10,9.830000635702163e-07,
CombinatorialBnB,10,9.849999287325772e-07,
GurobiSolver,10,9.98000018626044e-07,
CombinatorialBnB,10,1.0379999366705306e-06,
GurobiSolver,10,9.469999895372894e-07,
CombinatorialBnB,10,8.720001005713129e-07,
GurobiSolver,10,1.1150000318593811e-06,
CombinatorialBnB,10,9.78000002760382e-07,
GurobiSolver,10,1.0650001058820635e-06,
CombinatorialBnB,10,8.069999921644921e-07,
GurobiSolver,10,1.0550000979492324e-06,
CombinatorialBnB,10,9.159999763141968e-07,
GurobiSolver,10,1.1680000397973345e-06,
CombinatorialBnB,10,8.580000212532468e-07,
GurobiSolver,10,1.396000016029575e-06,
CombinatorialBnB,10,1.0449999763295637e-06,
GurobiSolver,10,1.100999952541315e-06,
CombinatorialBnB,10,8.090000847005285e-07,
GurobiSolver,10,9.999999974752427e-07,
CombinatorialBnB,10,1.0709999287428218e-06,
GurobiSolver,10,1.4589999182135216e-06,
CombinatorialBnB,10,9.160000900010346e-07,
GurobiSolver,10,9.259999842470279e-07,
CombinatorialBnB,10,8.209999577957205e-07,
GurobiSolver,10,1.0720000318542589e-06,
CombinatorialBnB,10,1.032999989547534e-06,
GurobiSolver,10,1.0870001005969243e-06,
CombinatorialBnB,10,9.279999630962266e-07,
GurobiSolver,10,1.165999947261298e-06,
CombinatorialBnB,10,1.095000015993719e-06,
GurobiSolver,10,1.3359999684325885e-06,
CombinatorialBnB,10,7.680000635446049e-07,
GurobiSolver,10,1.1629999789875e-06,
CombinatorialBnB,10,1.5929999790387228e-06,
GurobiSolver,10,1.0169999313802691e-06,
CombinatorialBnB,10,2.532999928916979e-06,
GurobiSolver,10,1.0809999366756529e-06,
CombinatorialBnB,10,1.6970000160654308e-06,
GurobiSolver,10,1.3940000371803762e-06,
CombinatorialBnB,10,8.36000026538386e-07,
GurobiSolver,10,2.114999915647786e-06,
CombinatorialBnB,10,1.0010001005866798e-06,
GurobiSolver,10,1.1189999895577785e-06,
CombinatorialBnB,10,8.679999154992402e-07,
GurobiSolver,10,1.2710000873994431e-06,
CombinatorialBnB,10,9.319999207946239e-07,
GurobiSolver,10,1.0759999895526562e-06,
CombinatorialBnB,10,8.819999948173063e-07,
GurobiSolver,10,8.890000344763394e-07,
CombinatorialBnB,10,1.1159999075971427e-06,
GurobiSolver,10,1.3270000636111945e-06,
CombinatorialBnB,10,1.1380000159988413e-06,
GurobiSolver,10,1.8109999473381322e-06,
CombinatorialBnB,10,2.6610000531945843e-06,
GurobiSolver,10,1.625999971111014e-06,
CombinatorialBnB,10,1.210999926115619e-06,
GurobiSolver,10,1.2030000107188243e-06,
CombinatorialBnB,10,2.3640000108571257e-06,
GurobiSolver,10,1.7990000742429402e-06,
CombinatorialBnB,10,9.30000055632263e-07,
GurobiSolver,10,1.314999963142327e-06,
CombinatorialBnB,10,2.605000076982833e-06,
GurobiSolver,10,1.2660000265896088e-06,
CombinatorialBnB,10,1.1130000530101825e-06,
GurobiSolver,10,2.5609999738662736e-06,
CombinatorialBnB,10,1.4820000160398195e-06,
GurobiSolver,10,1.1780000477301655e-06,
CombinatorialBnB,10,1.4830000054644188e-06,
GurobiSolver,10,9.679999948275508e-07,
CombinatorialBnB,10,2.6249999791616574e-06,
GurobiSolver,10,1.3159999525669264e-06,
CombinatorialBnB,10,1.3180000451029628e-06,
GurobiSolver,10,1.0420000080557656e-06,
CombinatorialBnB,10,8.370000159629853e-07,
GurobiSolver,10,1.152999971054669e-06,
CombinatorialBnB,10,8.36000026538386e-07,
GurobiSolver,10,1.3520000265998533e-06,
CombinatorialBnB,10,8.91000013325538e-07,
GurobiSolver,10,9.660000159783522e-07,
CombinatorialBnB,10,2.1690000266971765e-06,
GurobiSolver,10,1.0269999393131002e-06,
CombinatorialBnB,10,1.0940000265691197e-06,
GurobiSolver,10,1.207999957841821e-06,
CombinatorialBnB,10,1.6399999367422424e-06,
