solver,jobs,elapsed,error
CombinatorialBnB,20,1.5240002539940178e-06,
GurobiSolver,20,1.5649998204025906e-06,
CombinatorialBnB,20,2.8399999791872688e-06,
GurobiSolver,20,3.3370001801813487e-06,
CombinatorialBnB,20,2.51300025411183e-06,
GurobiSolver,20,1.1269999049545731e-06,
CombinatorialBnB,20,8.320002962136641e-07,
GurobiSolver,20,1.5489999896090012e-06,
CombinatorialBnB,20,9.089999366551638e-07,
GurobiSolver,20,1.3929998203821015e-06,
CombinatorialBnB,20,9.479999789618887e-07,
GurobiSolver,20,1.303999852098059e-06,
CombinatorialBnB,20,1.1350002750987187e-06,
GurobiSolver,20,1.1929996617254801e-06,
CombinatorialBnB,20,1.2929999684274662e-06,
GurobiSolver,20,1.1949996405746788e-06,
CombinatorialBnB,20,1.5040000107546803e-06,
GurobiSolver,20,1.5949999578879215e-06,
CombinatorialBnB,20,1.3260000741865952e-06,
GurobiSolver,20,1.7759998627298046e-06,
CombinatorialBnB,20,1.168999915535096e-06,
GurobiSolver,20,1.4649999684479553e-06,
CombinatorialBnB,20,9.34000127017498e-07,
GurobiSolver,20,1.6410003809141926e-06,
CombinatorialBnB,20,9.979999049392063e-07,
GurobiSolver,20,1.3230001059127972e-06,
CombinatorialBnB,20,9.96999915514607e-07,
GurobiSolver,20,1.5529999473073985e-06,
CombinatorialBnB,20,1.216999862663215e-06,
GurobiSolver,20,1.371000053040916e-06,
CombinatorialBnB,20,8.410002010350581e-07,
GurobiSolver,20,1.4809997992415447e-06,
CombinatorialBnB,20,1.0470002962392755e-06,
GurobiSolver,20,3.704999926412711e-06,
CombinatorialBnB,20,1.2059999789926223e-06,
GurobiSolver,20,2.2419999368139543e-06,
CombinatorialBnB,20,1.0900002962443978e-06,
GurobiSolver,20,5.4030001592764165e-06,
CombinatorialBnB,20,1.669000084802974e-06,
GurobiSolver,20,1.916000201163115e-06,
CombinatorialBnB,20,1.1160000212839805e-06,
GurobiSolver,20,1.720000000204891e-06,
CombinatorialBnB,20,1.1669999366858974e-06,
GurobiSolver,20,2.198999936808832e-06,
CombinatorialBnB,20,1.035999957821332e-06,
GurobiSolver,20,1.3389999367063865e-06,
CombinatorialBnB,20,1.0100002327817492e-06,
GurobiSolver,20,1.2939999578520656e-06,
CombinatorialBnB,20,8.669999260746408e-07,
GurobiSolver,20,1.6590001905569807e-06,
CombinatorialBnB,20,1.4480001482297666e-06,
GurobiSolver,20,1.2780001270584762e-06,
CombinatorialBnB,20,1.0159997145819943e-06,
GurobiSolver,20,1.478999820392346e-06,
CombinatorialBnB,20,1.145000169344712e-06,
GurobiSolver,20,1.3230001059127972e-06,
CombinatorialBnB,20,1.044999862642726e-06,
GurobiSolver,20,1.4359998203872237e-06,
CombinatorialBnB,20,9.72999714576872e-07,
GurobiSolver,20,2.1070000002509914e-06,
CombinatorialBnB,20,3.7920003705949057e-06,
GurobiSolver,20,1.865000285761198e-06,
CombinatorialBnB,20,1.3990002116770484e-06,
GurobiSolver,20,2.7629998839984182e-06,
CombinatorialBnB,20,1.5390000953630079e-06,
GurobiSolver,20,2.280999979120679e-06,
CombinatorialBnB,20,1.4960000953578856e-06,
GurobiSolver,20,1.5830000847927295e-06,
CombinatorialBnB,20,1.1679999261104967e-06,
GurobiSolver,20,1.6499998309882358e-06,
CombinatorialBnB,20,1.8579999050416518e-06,
GurobiSolver,20,2.421999852231238e-06,
CombinatorialBnB,20,1.5939999684633221e-06,
GurobiSolver,20,1.4990000636316836e-06,
CombinatorialBnB,20,9.989998943638057e-07,
GurobiSolver,20,1.6250000953732524e-06,
CombinatorialBnB,20,1.0540002222114708e-06,
GurobiSolver,20,1.4170000213198364e-06,
CombinatorialBnB,20,1.1419997463235632e-06,
GurobiSolver,20,1.3349999790079892e-06,
CombinatorialBnB,20,1.0150001799047459e-06,
GurobiSolver,20,1.508999957877677e-06,
CombinatorialBnB,20,9.979999049392063e-07,
GurobiSolver,20,1.4259999261412304e-06,
CombinatorialBnB,20,1.6290000530716497e-06,
GurobiSolver,20,1.315999725193251e-06,
CombinatorialBnB,20,1.2860000424552709e-06,
GurobiSolver,20,1.204999989568023e-06,
CombinatorialBnB,20,1.5340001482400112e-06,
GurobiSolver,20,1.8850000742531847e-06,
CombinatorialBnB,20,1.0050002856587525e-06,
GurobiSolver,20,1.9770000108110253e-06,
CombinatorialBnB,20,1.2460000107239466e-06,
GurobiSolver,20,1.45800004247576e-06,
CombinatorialBnB,20,1.0109997674589977e-06,
GurobiSolver,20,2.1219998416199815e-06,
CombinatorialBnB,20,1.1349998203513678e-06,
GurobiSolver,20,1.6980002328637056e-06,
CombinatorialBnB,20,1.3280000530357938e-06,
GurobiSolver,20,2.1079999896755908e-06,
CombinatorialBnB,20,1.0990002010657918e-06,
GurobiSolver,20,1.503000021330081e-06,
CombinatorialBnB,20,1.3070002751192078e-06,
GurobiSolver,20,1.7329998627246823e-06,
CombinatorialBnB,20,1.1890001587744337e-06,
GurobiSolver,20,1.1260003702773247e-06,
CombinatorialBnB,20,1.258999873243738e-06,
GurobiSolver,20,1.5629998415533919e-06,
CombinatorialBnB,20,1.2839996088587213e-06,
GurobiSolver,20,1.4239999472920317e-06,
CombinatorialBnB,20,1.282999619434122e-06,
GurobiSolver,20,1.2420000530255493e-06,
CombinatorialBnB,20,1.151000105892308e-06,
GurobiSolver,20,1.085000349121401e-06,
CombinatorialBnB,20,8.080000952759292e-07,
GurobiSolver,20,1.2400000741763506e-06,
CombinatorialBnB,20,8.799997885944322e-07,
GurobiSolver,20,1.5740001799713355e-06,
CombinatorialBnB,20,1.3240000953373965e-06,
GurobiSolver,20,1.5549999261565972e-06,
CombinatorialBnB,20,8.950000847107731e-07,
GurobiSolver,20,1.2760001482092775e-06,
CombinatorialBnB,20,1.0399999155197293e-06,
GurobiSolver,20,3.0079995667620096e-06,
CombinatorialBnB,20,1.1950000953220297e-06,
GurobiSolver,20,1.779999820428202e-06,
CombinatorialBnB,20,1.1089996405644342e-06,
GurobiSolver,20,1.701999735814752e-06,
CombinatorialBnB,20,1.1769998309318908e-06,
GurobiSolver,20,1.210999926115619e-06,
CombinatorialBnB,20,1.0080002539325505e-06,
GurobiSolver,20,1.0859998837986495e-06,
CombinatorialBnB,20,9.980003596865572e-07,
GurobiSolver,20,1.210999926115619e-06,
CombinatorialBnB,20,9.410000529896934e-07,
GurobiSolver,20,1.3599997146229725e-06,
CombinatorialBnB,20,9.919999683916103e-07,
GurobiSolver,20,1.452000105928164e-06,
CombinatorialBnB,20,9.19000285648508e-07,
GurobiSolver,20,1.669000084802974e-06,
CombinatorialBnB,20,8.750002962187864e-07,
GurobiSolver,20,1.9979997887276113e-06,
CombinatorialBnB,20,1.701999735814752e-06,
GurobiSolver,20,2.9870002435927745e-06,
CombinatorialBnB,20,1.0869998732232489e-06,
GurobiSolver,20,2.51199980993988e-06,
CombinatorialBnB,20,1.2129999049648177e-06,
GurobiSolver,20,1.5989999155863188e-06,
CombinatorialBnB,20,1.330999566562241e-06,
GurobiSolver,20,2.7699998099706136e-06,
CombinatorialBnB,20,1.2779996723111253e-06,
GurobiSolver,20,2.2089998310548253e-06,
CombinatorialBnB,20,9.109999155043624e-07,
GurobiSolver,20,3.297999683127273e-06,
CombinatorialBnB,20,1.0159997145819943e-06,
GurobiSolver,20,1.3100002433930058e-06,
CombinatorialBnB,20,8.790002539171837e-07,
GurobiSolver,20,1.3829999261361081e-06,
CombinatorialBnB,20,1.3330000001587905e-06,
GurobiSolver,20,1.4030001693754457e-06,
CombinatorialBnB,20,1.002999852062203e-06,
GurobiSolver,20,1.1459997040219605e-06,
CombinatorialBnB,20,1.160000010713702e-06,
GurobiSolver,20,1.5300001905416138e-06,
CombinatorialBnB,20,1.374000021314714e-06,
GurobiSolver,20,1.7630000002100132e-06,
CombinatorialBnB,20,1.0110002222063486e-06,
GurobiSolver,20,1.2680002328124829e-06,
CombinatorialBnB,20,9.600003068044316e-07,
GurobiSolver,20,1.407000127073843e-06,
CombinatorialBnB,20,1.535999672341859e-06,
GurobiSolver,20,1.2006999895675108e-05,
CombinatorialBnB,20,1.0609996934363153e-06,
GurobiSolver,20,1.5780001376697328e-06,
CombinatorialBnB,20,1.1170000107085798e-06,
GurobiSolver,20,1.7420002222934272e-06,
CombinatorialBnB,20,9.960003808373585e-07,
GurobiSolver,20,1.8259997887071222e-06,
CombinatorialBnB,20,9.030000001075678e-07,
GurobiSolver,20,1.3399999261309858e-06,
CombinatorialBnB,20,9.740001587488223e-07,
GurobiSolver,20,1.4450001799559686e-06,
CombinatorialBnB,20,1.4030001693754457e-06,
GurobiSolver,20,1.3610001587949228e-06,
CombinatorialBnB,20,8.779998097452335e-07,
GurobiSolver,20,1.2360001164779533e-06,
CombinatorialBnB,20,1.2249997780600097e-06,
GurobiSolver,20,2.1609998839267064e-06,
CombinatorialBnB,20,1.1219999578315765e-06,
GurobiSolver,20,1.7900001694215462e-06,
CombinatorialBnB,20,9.139998837781604e-07,
GurobiSolver,20,1.6139997569553088e-06,
CombinatorialBnB,20,8.520000847056508e-07,
GurobiSolver,20,2.114999915647786e-06,
CombinatorialBnB,20,1.2010000318696257e-06,
GurobiSolver,20,2.4930000108724926e-06,
CombinatorialBnB,20,1.2999998943996616e-06,
GurobiSolver,20,2.000000222324161e-06,
CombinatorialBnB,20,1.2710002010862809e-06,
GurobiSolver,20,2.8400004339346197e-06,
CombinatorialBnB,20,9.239997780241538e-07,
GurobiSolver,20,1.6999997569655534e-06,
CombinatorialBnB,20,1.0990002010657918e-06,
GurobiSolver,20,1.4570000530511606e-06,
CombinatorialBnB,20,1.0510002539376728e-06,
GurobiSolver,20,1.2750001587846782e-06,
CombinatorialBnB,20,1.193000116472831e-06,
GurobiSolver,20,1.1500001164677087e-06,
CombinatorialBnB,20,1.0469998414919246e-06,
GurobiSolver,20,1.1479996828711592e-06,
CombinatorialBnB,20,1.027000052999938e-06,
GurobiSolver,20,2.3060001694830135e-06,
CombinatorialBnB,20,1.4929996723367367e-06,
GurobiSolver,20,2.835000032064272e-06,
CombinatorialBnB,20,1.1770002856792416e-06,
GurobiSolver,20,4.444999831321184e-06,
CombinatorialBnB,20,1.5569999050057959e-06,
GurobiSolver,20,1.318999693467049e-06,
CombinatorialBnB,20,9.140003385255113e-07,
GurobiSolver,20,1.419000000169035e-06,
CombinatorialBnB,20,2.4109999685606454e-06,
GurobiSolver,20,1.1289998838037718e-06,
CombinatorialBnB,20,9.159998626273591e-07,
GurobiSolver,20,1.168999915535096e-06,
CombinatorialBnB,20,1.835000148275867e-06,
GurobiSolver,20,1.6770000001997687e-06,
CombinatorialBnB,20,1.2740001693600789e-06,
GurobiSolver,20,1.638999947317643e-06,
CombinatorialBnB,20,9.600003068044316e-07,
GurobiSolver,20,1.3289995877130423e-06,
CombinatorialBnB,20,9.169998520519584e-07,
GurobiSolver,20,1.427999904990429e-06,
CombinatorialBnB,20,1.041999894368928e-06,
GurobiSolver,20,1.2719997357635293e-06,
CombinatorialBnB,20,1.7030001799867023e-06,
GurobiSolver,20,2.395000137767056e-06,
CombinatorialBnB,20,1.1950000953220297e-06,
GurobiSolver,20,2.1050000214017928e-06,
CombinatorialBnB,20,1.1850002010760363e-06,
GurobiSolver,20,1.714000063657295e-06,
CombinatorialBnB,20,1.0799999472510535e-06,
GurobiSolver,20,2.595999831100926e-06,
CombinatorialBnB,20,1.1789998097810894e-06,
GurobiSolver,20,3.802000264840899e-06,
CombinatorialBnB,20,1.5350001376646105e-06,
GurobiSolver,20,2.5069998628168833e-06,
CombinatorialBnB,20,1.9479998627502937e-06,
GurobiSolver,20,1.8180003280576784e-06,
CombinatorialBnB,20,1.3210001270635985e-06,
GurobiSolver,20,1.672000053076772e-06,
CombinatorialBnB,20,1.669000084802974e-06,
GurobiSolver,20,1.6659996617818251e-06,
CombinatorialBnB,20,1.3280000530357938e-06,
GurobiSolver,20,2.0009997570014093e-06,
CombinatorialBnB,20,1.7249999473278876e-06,
GurobiSolver,20,2.607999704196118e-06,
CombinatorialBnB,20,1.1709998943842947e-06,
GurobiSolver,20,2.0160000531177502e-06,
CombinatorialBnB,20,1.2900000001536682e-06,
GurobiSolver,20,2.7269998099654913e-06,
CombinatorialBnB,20,1.06899960883311e-06,
GurobiSolver,20,1.4740003280167002e-06,
CombinatorialBnB,20,1.1639999684120994e-06,
GurobiSolver,20,1.568999778100988e-06,
CombinatorialBnB,20,1.3612000202556374e-05,
GurobiSolver,20,2.5500003175693564e-06,
CombinatorialBnB,20,1.3100002433930058e-06,
GurobiSolver,20,1.4259999261412304e-06,
CombinatorialBnB,20,1.5829996300453786e-06,
GurobiSolver,20,3.928000296582468e-06,
CombinatorialBnB,20,1.2599998626683373e-06,
GurobiSolver,20,2.4060000214376487e-06,
CombinatorialBnB,20,1.2159998732386157e-06,
GurobiSolver,20,2.598999799374724e-06,
CombinatorialBnB,20,1.1230004020035267e-06,
GurobiSolver,20,1.759000042511616e-06,
CombinatorialBnB,20,1.005999820336001e-06,
GurobiSolver,20,3.0420001166930888e-06,
CombinatorialBnB,20,1.0490002750884742e-06,
GurobiSolver,20,2.057000074273674e-06,
CombinatorialBnB,20,1.759000042511616e-06,
GurobiSolver,20,5.811999926663702e-06,
CombinatorialBnB,20,1.1699999049596954e-06,
GurobiSolver,20,1.4140000530460384e-06,
CombinatorialBnB,20,1.0130002010555472e-06,
GurobiSolver,20,1.3509998098015785e-06,
CombinatorialBnB,20,1.2400000741763506e-06,
GurobiSolver,20,1.2801000139006646e-05,
CombinatorialBnB,20,1.002999852062203e-06,
GurobiSolver,20,3.144999936921522e-06,
CombinatorialBnB,20,1.1789998097810894e-06,
GurobiSolver,20,1.728999905026285e-06,
CombinatorialBnB,20,1.2089999472664203e-06,
GurobiSolver,20,3.6800001907977276e-06,
CombinatorialBnB,20,9.989998943638057e-07,
GurobiSolver,20,2.317000053153606e-06,
CombinatorialBnB,20,1.4109996300248895e-06,
GurobiSolver,20,1.5880000319157261e-06,
CombinatorialBnB,20,1.1560000530153047e-06,
GurobiSolver,20,2.316000063729007e-06,
CombinatorialBnB,20,1.005999820336001e-06,
GurobiSolver,20,1.526999767520465e-06,
CombinatorialBnB,20,8.450001587334555e-07,
GurobiSolver,20,1.217000317410566e-06,
CombinatorialBnB,20,1.8850000742531847e-06,
GurobiSolver,20,1.5099999473022763e-06,
CombinatorialBnB,20,3.059999926335877e-06,
GurobiSolver,20,1.4390002434083726e-06,
CombinatorialBnB,20,1.2689997674897313e-06,
GurobiSolver,20,2.4290002329507843e-06,
CombinatorialBnB,20,1.1470001481939107e-06,
GurobiSolver,20,2.0019997464260086e-06,
CombinatorialBnB,20,1.1279998943791725e-06,
GurobiSolver,20,2.150999989680713e-06,
CombinatorialBnB,20,1.1909996828762814e-06,
GurobiSolver,20,2.175000190618448e-06,
CombinatorialBnB,20,1.7669999579084106e-06,
GurobiSolver,20,2.3090001377568115e-06,
CombinatorialBnB,20,1.1550000635907054e-06,
GurobiSolver,20,2.0020002011733595e-06,
CombinatorialBnB,20,1.0459998520673253e-06,
GurobiSolver,20,5.483000222739065e-06,
CombinatorialBnB,20,1.2809996405849233e-06,
GurobiSolver,20,2.139000116585521e-06,
CombinatorialBnB,20,2.322000000276603e-06,
GurobiSolver,20,2.169000254070852e-06,
CombinatorialBnB,20,1.5510004232055508e-06,
GurobiSolver,20,3.7579998206638265e-06,
CombinatorialBnB,20,2.1519999791053124e-06,
GurobiSolver,20,1.6149997463799082e-06,
CombinatorialBnB,20,1.0200001270277426e-06,
GurobiSolver,20,1.714000063657295e-06,
CombinatorialBnB,20,1.0710000424296595e-06,
GurobiSolver,20,1.3550002222473267e-06,
CombinatorialBnB,20,1.4009997357788961e-06,
GurobiSolver,20,1.4920001376594882e-06,
CombinatorialBnB,20,8.434999926976161e-06,
GurobiSolver,20,1.5989999155863188e-06,
CombinatorialBnB,20,1.1050001376133878e-06,
GurobiSolver,20,1.8399996406515129e-06,
CombinatorialBnB,20,8.860001798893791e-07,
GurobiSolver,20,1.0920002750935964e-06,
CombinatorialBnB,20,2.286999915668275e-06,
GurobiSolver,20,2.3210000108520035e-06,
CombinatorialBnB,20,1.1170000107085798e-06,
GurobiSolver,20,5.304999831423629e-06,
CombinatorialBnB,20,1.4080001164984424e-06,
GurobiSolver,20,2.3210000108520035e-06,
CombinatorialBnB,20,9.90999978967011e-07,
GurobiSolver,20,1.817000338633079e-06,
CombinatorialBnB,20,1.160000010713702e-06,
GurobiSolver,20,1.3400003808783367e-06,
CombinatorialBnB,20,9.109999155043624e-07,
GurobiSolver,20,1.1970000741712283e-06,
CombinatorialBnB,20,1.1209999684069771e-06,
GurobiSolver,20,1.7960001059691422e-06,
CombinatorialBnB,20,1.7749998733052053e-06,
GurobiSolver,20,2.0099996618228033e-06,
CombinatorialBnB,20,1.3429998944047838e-06,
GurobiSolver,20,2.7040000531997066e-06,
CombinatorialBnB,20,1.0980002116411924e-06,
GurobiSolver,20,1.9350000002305023e-06,
CombinatorialBnB,20,1.2489999789977446e-06,
GurobiSolver,20,1.5219998203974683e-06,
CombinatorialBnB,20,9.85000042419415e-07,
GurobiSolver,20,2.6020002223958727e-06,
CombinatorialBnB,20,1.5589998838549946e-06,
GurobiSolver,20,2.168999799323501e-06,
CombinatorialBnB,20,1.0789999578264542e-06,
GurobiSolver,20,1.7369998204230797e-06,
CombinatorialBnB,20,1.0339999789721332e-06,
GurobiSolver,20,2.266000137751689e-06,
CombinatorialBnB,20,1.1239999366807751e-06,
GurobiSolver,20,2.1890000425628386e-06,
CombinatorialBnB,20,1.6559997675358318e-06,
GurobiSolver,20,2.1340001694625244e-06,
CombinatorialBnB,20,1.1170000107085798e-06,
GurobiSolver,20,1.8310001905774698e-06,
CombinatorialBnB,20,1.2509999578469433e-06,
GurobiSolver,20,1.635999979043845e-06,
CombinatorialBnB,20,1.1699999049596954e-06,
GurobiSolver,20,4.01599982069456e-06,
CombinatorialBnB,20,1.5259997780958656e-06,
GurobiSolver,20,1.7890001799969468e-06,
CombinatorialBnB,20,1.0670000847312622e-06,
GurobiSolver,20,1.5539999367319979e-06,
CombinatorialBnB,20,1.0160001693293452e-06,
GurobiSolver,20,2.586999926279532e-06,
CombinatorialBnB,20,1.180999788630288e-06,
GurobiSolver,20,5.650999810313806e-06,
CombinatorialBnB,20,1.3389999367063865e-06,
GurobiSolver,20,2.674999905138975e-06,
CombinatorialBnB,20,1.0730000212788582e-06,
GurobiSolver,20,1.3310000213095918e-06,
CombinatorialBnB,20,9.69999746303074e-07,
GurobiSolver,20,1.4239999472920317e-06,
CombinatorialBnB,20,8.279998837679159e-07,
GurobiSolver,20,1.2780001270584762e-06,
CombinatorialBnB,20,1.0500002645130735e-06,
GurobiSolver,20,2.454999957990367e-06,
CombinatorialBnB,20,9.599998520570807e-07,
GurobiSolver,20,1.4180000107444357e-06,
CombinatorialBnB,20,1.0969997674692422e-06,
GurobiSolver,20,1.6139997569553088e-06,
CombinatorialBnB,20,1.2219998097862117e-06,
GurobiSolver,20,2.3719999262539204e-06,
CombinatorialBnB,20,1.1909996828762814e-06,
GurobiSolver,20,1.3909998415329028e-06,
CombinatorialBnB,20,1.1860001905006357e-06,
GurobiSolver,20,2.4959999791462906e-06,
CombinatorialBnB,20,1.2489999789977446e-06,
GurobiSolver,20,4.086999979335815e-06,
CombinatorialBnB,20,1.3540002328227274e-06,
GurobiSolver,20,2.1010000637033954e-06,
CombinatorialBnB,20,1.1799997992056888e-06,
GurobiSolver,20,2.1519999791053124e-06,
CombinatorialBnB,20,1.1150000318593811e-06,
GurobiSolver,20,1.9990002328995615e-06,
CombinatorialBnB,20,9.4600000011269e-07,
GurobiSolver,20,1.499999598308932e-06,
CombinatorialBnB,20,2.00100021174876e-06,
GurobiSolver,20,1.2269997569092084e-06,
CombinatorialBnB,20,1.1969996194238774e-06,
GurobiSolver,20,1.1950000953220297e-06,
CombinatorialBnB,20,8.500001058564521e-07,
GurobiSolver,20,1.4209999790182337e-06,
CombinatorialBnB,20,8.349998097401112e-07,
GurobiSolver,20,1.3280000530357938e-06,
CombinatorialBnB,20,1.5705000350862974e-05,
GurobiSolver,20,1.2599998626683373e-06,
CombinatorialBnB,20,8.580000212532468e-07,
GurobiSolver,20,1.4410002222575713e-06,
CombinatorialBnB,20,1.1679999261104967e-06,
GurobiSolver,20,1.3849999049853068e-06,
CombinatorialBnB,20,1.6999997569655534e-06,
GurobiSolver,20,2.0249999579391442e-06,
CombinatorialBnB,20,9.99999883788405e-07,
GurobiSolver,20,2.3430002329405397e-06,
CombinatorialBnB,20,1.0810003914230037e-06,
GurobiSolver,20,1.1580000318645034e-06,
CombinatorialBnB,20,8.769998203206342e-07,
GurobiSolver,20,1.3079998097964562e-06,
CombinatorialBnB,20,1.1189999895577785e-06,
GurobiSolver,20,1.3959997886558995e-06,
CombinatorialBnB,20,1.0830003702722024e-06,
GurobiSolver,20,1.1649999578366987e-06,
CombinatorialBnB,20,3.7650002013833728e-06,
GurobiSolver,20,2.1260002540657297e-06,
CombinatorialBnB,20,1.4329998521134257e-06,
GurobiSolver,20,1.6909998521441594e-06,
CombinatorialBnB,20,9.779996616998687e-07,
GurobiSolver,20,3.5620000744529534e-06,
CombinatorialBnB,20,1.9139997675665654e-06,
GurobiSolver,20,3.3599999369471334e-06,
CombinatorialBnB,20,1.1150000318593811e-06,
GurobiSolver,20,1.901000359794125e-06,
CombinatorialBnB,20,8.019997039809823e-07,
GurobiSolver,20,1.5169998732744716e-06,
CombinatorialBnB,20,3.208000180165982e-06,
GurobiSolver,20,1.3270000636111945e-06,
CombinatorialBnB,20,7.670000741200056e-07,
GurobiSolver,20,1.1650004125840496e-06,
CombinatorialBnB,20,1.0369999472459313e-06,
GurobiSolver,20,2.8130002647230867e-06,
CombinatorialBnB,20,1.0140001904801466e-06,
GurobiSolver,20,1.204999989568023e-06,
CombinatorialBnB,20,2.3689999579801224e-06,
GurobiSolver,20,1.4900001588102896e-06,
CombinatorialBnB,20,1.1410002116463147e-06,
GurobiSolver,20,3.445999936957378e-06,
CombinatorialBnB,20,1.1550000635907054e-06,
GurobiSolver,20,1.1610000001383014e-06,
CombinatorialBnB,20,9.780001164472196e-07,
GurobiSolver,20,1.8000000636675395e-06,
CombinatorialBnB,20,1.2279997463338077e-06,
GurobiSolver,20,1.273999714612728e-06,
CombinatorialBnB,20,1.1669999366858974e-06,
GurobiSolver,20,1.0320000001229346e-06,
CombinatorialBnB,20,9.089999366551638e-07,
GurobiSolver,20,1.5040000107546803e-06,
CombinatorialBnB,20,1.5589998838549946e-06,
GurobiSolver,20,2.1770001694676466e-06,
CombinatorialBnB,20,1.094000253942795e-06,
GurobiSolver,20,2.0259999473637436e-06,
CombinatorialBnB,20,2.1159999050723854e-06,
GurobiSolver,20,2.235000010841759e-06,
CombinatorialBnB,20,1.3720000424655154e-06,
GurobiSolver,20,3.0830001378490124e-06,
CombinatorialBnB,20,1.0549997568887193e-06,
GurobiSolver,20,1.9869999050570186e-06,
CombinatorialBnB,20,2.350000158912735e-06,
GurobiSolver,20,2.2270000954449642e-06,
CombinatorialBnB,20,1.1259999155299738e-06,
GurobiSolver,20,2.7130004127684515e-06,
CombinatorialBnB,20,1.6439998944406398e-06,
GurobiSolver,20,1.2269997569092084e-06,
CombinatorialBnB,20,2.143999608961167e-06,
GurobiSolver,20,4.153999725531321e-06,
CombinatorialBnB,20,1.1269999049545731e-06,
GurobiSolver,20,1.910000264615519e-06,
CombinatorialBnB,20,1.3070002751192078e-06,
GurobiSolver,20,1.297999915550463e-06,
CombinatorialBnB,20,1.1180000001331791e-06,
GurobiSolver,20,1.4809997992415447e-06,
CombinatorialBnB,20,1.3100002433930058e-06,
GurobiSolver,20,1.1479996828711592e-06,
CombinatorialBnB,20,9.679997674538754e-07,
GurobiSolver,20,1.3609997040475719e-06,
CombinatorialBnB,20,2.6500001695239916e-06,
GurobiSolver,20,6.663000021944754e-06,
CombinatorialBnB,20,1.2790001164830755e-06,
GurobiSolver,20,1.4380002539837733e-06,
CombinatorialBnB,20,9.089999366551638e-07,
GurobiSolver,20,1.9589997464208864e-06,
CombinatorialBnB,20,2.939999831141904e-06,
GurobiSolver,20,2.1320001906133257e-06,
CombinatorialBnB,20,9.559998943586834e-07,
GurobiSolver,20,2.3059997147356626e-06,
CombinatorialBnB,20,1.190000148199033e-06,
GurobiSolver,20,1.957999756996287e-06,
CombinatorialBnB,20,8.020001587283332e-07,
GurobiSolver,20,2.0919997041346505e-06,
CombinatorialBnB,20,1.3229996511654463e-06,
GurobiSolver,20,4.039999566884944e-06,
CombinatorialBnB,20,2.098999630106846e-06,
GurobiSolver,20,1.7990000742429402e-06,
CombinatorialBnB,20,9.810000847210176e-07,
GurobiSolver,20,1.4449997252086177e-06,
CombinatorialBnB,20,9.589998626324814e-07,
GurobiSolver,20,1.4919996829121374e-06,
CombinatorialBnB,20,1.2009995771222748e-06,
GurobiSolver,20,1.2460000107239466e-06,
CombinatorialBnB,20,1.2109000181226293e-05,
GurobiSolver,20,1.14800013761851e-06,
CombinatorialBnB,20,1.5790001270943321e-06,
GurobiSolver,20,1.3979997675050981e-06,
CombinatorialBnB,20,1.0019998626376037e-06,
GurobiSolver,20,1.7440002011426259e-06,
CombinatorialBnB,20,1.032999989547534e-06,
GurobiSolver,20,1.8159998944611289e-06,
CombinatorialBnB,20,8.490001164318528e-07,
GurobiSolver,20,1.5639998309779912e-06,
CombinatorialBnB,20,1.0800004019984044e-06,
GurobiSolver,20,1.421999968442833e-06,
CombinatorialBnB,20,1.1650004125840496e-06,
GurobiSolver,20,1.630000042496249e-06,
CombinatorialBnB,20,1.4979996194597334e-06,
GurobiSolver,20,4.344999979366548e-06,
CombinatorialBnB,20,1.22600022223196e-06,
GurobiSolver,20,1.3970002328278497e-06,
CombinatorialBnB,20,1.946000338648446e-06,
GurobiSolver,20,1.5229998098220676e-06,
CombinatorialBnB,20,9.179998414765578e-07,
GurobiSolver,20,2.042000232904684e-06,
CombinatorialBnB,20,1.737999809847679e-06,
GurobiSolver,20,2.1490000108315144e-06,
CombinatorialBnB,20,1.1170000107085798e-06,
GurobiSolver,20,1.9959998098784126e-06,
CombinatorialBnB,20,1.794999661797192e-06,
GurobiSolver,20,1.5330001588154119e-06,
CombinatorialBnB,20,1.2030000107188243e-06,
GurobiSolver,20,1.2609998520929366e-06,
CombinatorialBnB,20,9.61000296229031e-07,
GurobiSolver,20,1.2030000107188243e-06,
CombinatorialBnB,20,9.870000212686136e-07,
GurobiSolver,20,2.9050002012809273e-06,
CombinatorialBnB,20,1.6610001694061793e-06,
GurobiSolver,20,1.5320001693908125e-06,
CombinatorialBnB,20,1.1550000635907054e-06,
GurobiSolver,20,1.2850000530306716e-06,
CombinatorialBnB,20,1.0109997674589977e-06,
GurobiSolver,20,1.362000148219522e-06,
CombinatorialBnB,20,1.9799999790848233e-06,
GurobiSolver,20,4.518999958236236e-06,
CombinatorialBnB,20,1.5290002011170145e-06,
GurobiSolver,20,1.2939999578520656e-06,
CombinatorialBnB,20,1.1009997251676396e-06,
GurobiSolver,20,1.4380002539837733e-06,
CombinatorialBnB,20,8.809997780190315e-07,
GurobiSolver,20,1.2269997569092084e-06,
CombinatorialBnB,20,2.1500000002561137e-06,
GurobiSolver,20,1.4030001693754457e-06,
CombinatorialBnB,20,1.8480000107956585e-06,
GurobiSolver,20,4.945999990013661e-06,
CombinatorialBnB,20,1.1259999155299738e-06,
GurobiSolver,20,1.213999894389417e-06,
CombinatorialBnB,20,8.229999366449192e-07,
GurobiSolver,20,1.638999947317643e-06,
CombinatorialBnB,20,1.6579997463850304e-06,
GurobiSolver,20,2.0020002011733595e-06,
CombinatorialBnB,20,1.1029997040168382e-06,
