solver,jobs,elapsed,error
CombinatorialBnB,20,8.279998837679159e-07,
GurobiSolver,20,1.3090002539684065e-06,
CombinatorialBnB,20,9.539999155094847e-07,
GurobiSolver,20,1.5050000001792796e-06,
CombinatorialBnB,20,1.0189996828557923e-06,
GurobiSolver,20,1.5010000424808823e-06,
CombinatorialBnB,20,1.0069998097606003e-06,
GurobiSolver,20,1.1889997040270828e-06,
CombinatorialBnB,20,1.0109997674589977e-06,
GurobiSolver,20,1.3320000107341912e-06,
CombinatorialBnB,20,7.580001692986116e-07,
GurobiSolver,20,1.1199999789823778e-06,
CombinatorialBnB,20,7.210001058410853e-07,
GurobiSolver,20,1.1349998203513678e-06,
CombinatorialBnB,20,1.1490001270431094e-06,
GurobiSolver,20,1.3799999578623101e-06,
CombinatorialBnB,20,6.919999577803537e-07,
GurobiSolver,20,1.2660002539632842e-06,
CombinatorialBnB,20,1.0379999366705306e-06,
GurobiSolver,20,1.309999788645655e-06,
CombinatorialBnB,20,9.290001798945013e-07,
GurobiSolver,20,1.2740001693600789e-06,
CombinatorialBnB,20,1.0710000424296595e-06,
GurobiSolver,20,1.4770002962904982e-06,
CombinatorialBnB,20,1.0989997463184409e-06,
GurobiSolver,20,1.3970002328278497e-06,
CombinatorialBnB,20,1.0619996828609146e-06,
GurobiSolver,20,1.5010000424808823e-06,
CombinatorialBnB,20,9.139998837781604e-07,
GurobiSolver,20,1.6169997252291068e-06,
CombinatorialBnB,20,1.1039996934414376e-06,
GurobiSolver,20,1.4409997675102204e-06,
CombinatorialBnB,20,1.1850002010760363e-06,
GurobiSolver,20,1.70499970408855e-06,
CombinatorialBnB,20,1.868000254034996e-06,
GurobiSolver,20,1.1729998732334934e-06,
CombinatorialBnB,20,1.0470002962392755e-06,
GurobiSolver,20,1.3199996828916483e-06,
CombinatorialBnB,20,1.7150000530818943e-06,
GurobiSolver,20,2.3789998522261158e-06,
CombinatorialBnB,20,1.1709998943842947e-06,
GurobiSolver,20,2.395000137767056e-06,
CombinatorialBnB,20,2.322000000276603e-06,
GurobiSolver,20,1.491000148234889e-06,
CombinatorialBnB,20,1.5430000530614052e-06,
GurobiSolver,20,2.243999915663153e-06,
CombinatorialBnB,20,1.6520002645847853e-06,
GurobiSolver,20,1.6819999473227654e-06,
CombinatorialBnB,20,8.669999260746408e-07,
GurobiSolver,20,1.8129999261873309e-06,
CombinatorialBnB,20,1.124000391428126e-06,
GurobiSolver,20,2.1380001271609217e-06,
CombinatorialBnB,20,1.1610000001383014e-06,
GurobiSolver,20,1.7809998098528013e-06,
CombinatorialBnB,20,8.349998097401112e-07,
GurobiSolver,20,1.5260002328432165e-06,
CombinatorialBnB,20,1.0690000635804608e-06,
GurobiSolver,20,1.2819996300095227e-06,
CombinatorialBnB,20,9.069999578059651e-07,
GurobiSolver,20,1.303999852098059e-06,
CombinatorialBnB,20,9.449995559407398e-07,
GurobiSolver,20,1.2630002856894862e-06,
CombinatorialBnB,20,1.2820000847568735e-06,
GurobiSolver,20,1.0399999155197293e-06,
CombinatorialBnB,20,9.469999895372894e-07,
GurobiSolver,20,1.2400000741763506e-06,
CombinatorialBnB,20,8.369997885893099e-07,
GurobiSolver,20,1.3260000741865952e-06,
CombinatorialBnB,20,1.312999756919453e-06,
GurobiSolver,20,1.2919999790028669e-06,
CombinatorialBnB,20,1.9749995772144757e-06,
GurobiSolver,20,1.297999915550463e-06,
CombinatorialBnB,20,2.1339997147151735e-06,
GurobiSolver,20,1.7490001482656226e-06,
CombinatorialBnB,20,1.1399997674743645e-06,
GurobiSolver,20,1.4660004126199055e-06,
CombinatorialBnB,20,1.2909999895782676e-06,
GurobiSolver,20,3.5779999052465428e-06,
CombinatorialBnB,20,1.6669996512064245e-06,
GurobiSolver,20,2.7099999897473026e-06,
CombinatorialBnB,20,1.2280002010811586e-06,
GurobiSolver,20,1.4990000636316836e-06,
CombinatorialBnB,20,1.6039998627093155e-06,
GurobiSolver,20,2.211000264651375e-06,
CombinatorialBnB,20,8.820002221909817e-07,
GurobiSolver,20,1.4060001376492437e-06,
CombinatorialBnB,20,8.639999578008428e-07,
GurobiSolver,20,1.5480000001844019e-06,
CombinatorialBnB,20,8.880001587385777e-07,
GurobiSolver,20,1.3549997674999759e-06,
CombinatorialBnB,20,9.530003808322363e-07,
GurobiSolver,20,1.5979999261617195e-06,
CombinatorialBnB,20,8.330002856382634e-07,
GurobiSolver,20,1.7339998521492817e-06,
CombinatorialBnB,20,1.835000148275867e-06,
GurobiSolver,20,1.1010001799149904e-06,
CombinatorialBnB,20,1.1100000847363845e-06,
GurobiSolver,20,1.3230001059127972e-06,
CombinatorialBnB,20,1.165999947261298e-06,
GurobiSolver,20,1.1890001587744337e-06,
CombinatorialBnB,20,1.7219999790540896e-06,
GurobiSolver,20,1.1800002539530396e-06,
CombinatorialBnB,20,1.306999820371857e-06,
GurobiSolver,20,1.151000105892308e-06,
CombinatorialBnB,20,8.429997251369059e-07,
GurobiSolver,20,1.1500001164677087e-06,
CombinatorialBnB,20,8.739998520468362e-07,
GurobiSolver,20,1.416000031895237e-06,
CombinatorialBnB,20,8.729998626222368e-07,
GurobiSolver,20,1.0750000001280569e-06,
CombinatorialBnB,20,9.67000232776627e-07,
GurobiSolver,20,1.692999830993358e-06,
CombinatorialBnB,20,1.6700000742275734e-06,
GurobiSolver,20,1.4050001482246444e-06,
CombinatorialBnB,20,9.600003068044316e-07,
GurobiSolver,20,1.2830000741814729e-06,
CombinatorialBnB,20,7.610001375724096e-07,
GurobiSolver,20,1.0520002433622722e-06,
CombinatorialBnB,20,1.0990002010657918e-06,
GurobiSolver,20,1.5979999261617195e-06,
CombinatorialBnB,20,7.520002327510156e-07,
GurobiSolver,20,1.759000042511616e-06,
CombinatorialBnB,20,1.0310000106983352e-06,
GurobiSolver,20,1.6430003597633913e-06,
CombinatorialBnB,20,8.570000318286475e-07,
GurobiSolver,20,2.1860000742890406e-06,
CombinatorialBnB,20,1.0200001270277426e-06,
GurobiSolver,20,1.722999968478689e-06,
CombinatorialBnB,20,1.1920001270482317e-06,
GurobiSolver,20,1.6789999790489674e-06,
CombinatorialBnB,20,9.659997886046767e-07,
GurobiSolver,20,1.7840002328739502e-06,
CombinatorialBnB,20,8.200004231184721e-07,
GurobiSolver,20,1.252999936696142e-06,
CombinatorialBnB,20,1.168999915535096e-06,
GurobiSolver,20,1.2010000318696257e-06,
CombinatorialBnB,20,8.739998520468362e-07,
GurobiSolver,20,1.2620002962648869e-06,
CombinatorialBnB,20,8.429997251369059e-07,
GurobiSolver,20,1.1560000530153047e-06,
CombinatorialBnB,20,9.539999155094847e-07,
GurobiSolver,20,1.249999968422344e-06,
CombinatorialBnB,20,7.34999957785476e-07,
GurobiSolver,20,1.67500002135057e-06,
CombinatorialBnB,20,9.84999587672064e-07,
GurobiSolver,20,1.0809999366756529e-06,
CombinatorialBnB,20,9.769996722752694e-07,
GurobiSolver,20,1.6349999896192458e-06,
CombinatorialBnB,20,7.829999049135949e-07,
GurobiSolver,20,1.2521999906311976e-05,
CombinatorialBnB,20,8.960000741353724e-07,
GurobiSolver,20,1.2400000741763506e-06,
CombinatorialBnB,20,9.380000847158954e-07,
GurobiSolver,20,3.6920000638929196e-06,
CombinatorialBnB,20,1.2160003279859666e-06,
GurobiSolver,20,1.0480002856638748e-06,
CombinatorialBnB,20,9.159998626273591e-07,
GurobiSolver,20,1.2269997569092084e-06,
CombinatorialBnB,20,1.4659999578725547e-06,
GurobiSolver,20,1.0320000001229346e-06,
CombinatorialBnB,20,2.5140002435364295e-06,
GurobiSolver,20,1.2089999472664203e-06,
CombinatorialBnB,20,1.0049998309114017e-06,
GurobiSolver,20,2.544999915699009e-06,
CombinatorialBnB,20,2.537000000302214e-06,
GurobiSolver,20,1.371000053040916e-06,
CombinatorialBnB,20,1.0369999472459313e-06,
GurobiSolver,20,1.5529999473073985e-06,
CombinatorialBnB,20,1.0949997886200435e-06,
GurobiSolver,20,1.1560000530153047e-06,
CombinatorialBnB,20,1.0799999472510535e-06,
GurobiSolver,20,1.3030003174208105e-06,
CombinatorialBnB,20,1.0069998097606003e-06,
GurobiSolver,20,1.1440001799201127e-06,
CombinatorialBnB,20,1.9839999367832206e-06,
GurobiSolver,20,1.7609995666134637e-06,
CombinatorialBnB,20,1.618000169401057e-06,
GurobiSolver,20,1.1580000318645034e-06,
CombinatorialBnB,20,1.127000359701924e-06,
GurobiSolver,20,1.419000000169035e-06,
CombinatorialBnB,20,1.6620001588307787e-06,
GurobiSolver,20,1.2370001059025526e-06,
CombinatorialBnB,20,8.719998731976375e-07,
GurobiSolver,20,1.035999957821332e-06,
CombinatorialBnB,20,9.629998203308787e-07,
GurobiSolver,20,1.3829999261361081e-06,
CombinatorialBnB,20,1.969999630091479e-06,
GurobiSolver,20,1.788999725249596e-06,
CombinatorialBnB,20,1.4659999578725547e-06,
GurobiSolver,20,1.7960001059691422e-06,
CombinatorialBnB,20,1.3190001482143998e-06,
GurobiSolver,20,1.5629998415533919e-06,
CombinatorialBnB,20,1.9300000531075057e-06,
GurobiSolver,20,1.3280000530357938e-06,
CombinatorialBnB,20,9.360001058666967e-07,
GurobiSolver,20,1.4420002116821706e-06,
CombinatorialBnB,20,8.010001693037339e-07,
GurobiSolver,20,2.2850003915664274e-06,
CombinatorialBnB,20,1.0049998309114017e-06,
GurobiSolver,20,1.743999746395275e-06,
CombinatorialBnB,20,1.1329998415021691e-06,
GurobiSolver,20,1.3059998309472576e-06,
CombinatorialBnB,20,1.4120000741968397e-06,
GurobiSolver,20,1.779999820428202e-06,
CombinatorialBnB,20,1.0549997568887193e-06,
GurobiSolver,20,1.4709999049955513e-06,
CombinatorialBnB,20,9.61000296229031e-07,
GurobiSolver,20,1.2059999789926223e-06,
CombinatorialBnB,20,9.54999904934084e-07,
GurobiSolver,20,1.5539999367319979e-06,
CombinatorialBnB,20,9.96999915514607e-07,
GurobiSolver,20,1.5020000319054816e-06,
CombinatorialBnB,20,8.540000635548495e-07,
GurobiSolver,20,1.5400000847876072e-06,
CombinatorialBnB,20,1.008999788609799e-06,
GurobiSolver,20,1.9629997041192837e-06,
CombinatorialBnB,20,1.446000169380568e-06,
GurobiSolver,20,1.9240001165599097e-06,
CombinatorialBnB,20,9.000000318337698e-07,
GurobiSolver,20,1.9510002857714426e-06,
CombinatorialBnB,20,9.410000529896934e-07,
GurobiSolver,20,1.2569998943945393e-06,
CombinatorialBnB,20,7.939997885841876e-07,
GurobiSolver,20,1.187000179925235e-06,
CombinatorialBnB,20,9.589998626324814e-07,
GurobiSolver,20,1.7490001482656226e-06,
CombinatorialBnB,20,8.780002644925844e-07,
GurobiSolver,20,1.165999947261298e-06,
CombinatorialBnB,20,1.0000003385357559e-06,
GurobiSolver,20,1.8249997992825229e-06,
CombinatorialBnB,20,7.970002116053365e-07,
GurobiSolver,20,2.0870002117590047e-06,
CombinatorialBnB,20,1.171999883808894e-06,
GurobiSolver,20,1.238000095327152e-06,
CombinatorialBnB,20,1.2330001482041553e-06,
GurobiSolver,20,1.4229999578674324e-06,
CombinatorialBnB,20,1.6739995771786198e-06,
GurobiSolver,20,2.6799998522619717e-06,
CombinatorialBnB,20,1.1140000424347818e-06,
GurobiSolver,20,1.3930002751294523e-06,
CombinatorialBnB,20,1.0769999789772555e-06,
GurobiSolver,20,2.1639998522005044e-06,
CombinatorialBnB,20,1.3789999684377108e-06,
GurobiSolver,20,1.324999630014645e-06,
CombinatorialBnB,20,1.207999957841821e-06,
GurobiSolver,20,1.2840000636060722e-06,
CombinatorialBnB,20,1.0110002222063486e-06,
GurobiSolver,20,1.44300020110677e-06,
CombinatorialBnB,20,1.7929996829479933e-06,
GurobiSolver,20,1.0410003596916795e-06,
CombinatorialBnB,20,8.360002539120615e-07,
GurobiSolver,20,1.606000296305865e-06,
CombinatorialBnB,20,1.0700000530050602e-06,
GurobiSolver,20,1.3240000953373965e-06,
CombinatorialBnB,20,7.85999873187393e-07,
GurobiSolver,20,1.362000148219522e-06,
CombinatorialBnB,20,8.889996934158262e-07,
GurobiSolver,20,1.523999799246667e-06,
CombinatorialBnB,20,9.660002433520276e-07,
GurobiSolver,20,1.2059999789926223e-06,
CombinatorialBnB,20,1.2040000001434237e-06,
GurobiSolver,20,1.306999820371857e-06,
CombinatorialBnB,20,1.2340001376287546e-06,
GurobiSolver,20,1.3670000953425188e-06,
CombinatorialBnB,20,9.469999895372894e-07,
GurobiSolver,20,1.2700002116616815e-06,
CombinatorialBnB,20,8.060001164267305e-07,
GurobiSolver,20,1.0469998414919246e-06,
CombinatorialBnB,20,9.599998520570807e-07,
GurobiSolver,20,1.0800004019984044e-06,
CombinatorialBnB,20,1.2740001693600789e-06,
GurobiSolver,20,1.3290000424603932e-06,
CombinatorialBnB,20,1.0430003385408781e-06,
GurobiSolver,20,1.0700000530050602e-06,
CombinatorialBnB,20,7.670000741200056e-07,
GurobiSolver,20,2.862000201275805e-06,
CombinatorialBnB,20,1.0430003385408781e-06,
GurobiSolver,20,1.9809999685094226e-06,
CombinatorialBnB,20,2.927999958046712e-06,
GurobiSolver,20,2.2220001483219676e-06,
CombinatorialBnB,20,1.401000190526247e-06,
GurobiSolver,20,1.699000222288305e-06,
CombinatorialBnB,20,1.059999704011716e-06,
GurobiSolver,20,2.066999968519667e-06,
CombinatorialBnB,20,1.8969999473483767e-06,
GurobiSolver,20,1.535999672341859e-06,
CombinatorialBnB,20,1.8719997569860425e-06,
GurobiSolver,20,1.6160001905518584e-06,
CombinatorialBnB,20,1.5509999684581999e-06,
GurobiSolver,20,1.8139999156119302e-06,
CombinatorialBnB,20,1.2770001376338769e-06,
GurobiSolver,20,1.8929999896499794e-06,
CombinatorialBnB,20,9.929999578162096e-07,
GurobiSolver,20,7.298000127775595e-06,
CombinatorialBnB,20,1.1499996617203578e-06,
GurobiSolver,20,1.7180000213556923e-06,
CombinatorialBnB,20,1.4140000530460384e-06,
GurobiSolver,20,1.696000254014507e-06,
CombinatorialBnB,20,1.708000127109699e-06,
GurobiSolver,20,1.6200001482502557e-06,
CombinatorialBnB,20,9.43000031838892e-07,
GurobiSolver,20,1.2659997992159333e-06,
CombinatorialBnB,20,1.1580000318645034e-06,
GurobiSolver,20,1.1550000635907054e-06,
CombinatorialBnB,20,1.7249999473278876e-06,
GurobiSolver,20,1.7729998944560066e-06,
CombinatorialBnB,20,9.61000296229031e-07,
GurobiSolver,20,1.0959997780446429e-06,
CombinatorialBnB,20,8.170000000973232e-07,
GurobiSolver,20,1.3310000213095918e-06,
CombinatorialBnB,20,1.0200001270277426e-06,
GurobiSolver,20,1.0830003702722024e-06,
CombinatorialBnB,20,9.420000424142927e-07,
GurobiSolver,20,1.353000243398128e-06,
CombinatorialBnB,20,9.22000253922306e-07,
GurobiSolver,20,3.4839999898395035e-06,
CombinatorialBnB,20,8.779998097452335e-07,
GurobiSolver,20,2.1830001060152426e-06,
CombinatorialBnB,20,1.5320001693908125e-06,
GurobiSolver,20,1.1320003068249207e-06,
CombinatorialBnB,20,9.67000232776627e-07,
GurobiSolver,20,1.2059999789926223e-06,
CombinatorialBnB,20,8.819997674436308e-07,
GurobiSolver,20,1.3429998944047838e-06,
CombinatorialBnB,20,2.4949999897216912e-06,
GurobiSolver,20,1.8055999589705607e-05,
CombinatorialBnB,20,9.529999260848854e-07,
GurobiSolver,20,1.0399999155197293e-06,
CombinatorialBnB,20,9.4600000011269e-07,
GurobiSolver,20,1.2880000213044696e-06,
CombinatorialBnB,20,9.599998520570807e-07,
GurobiSolver,20,1.2660002539632842e-06,
CombinatorialBnB,20,1.4299998838396277e-06,
GurobiSolver,20,1.0600001587590668e-06,
CombinatorialBnB,20,1.4000002011016477e-06,
GurobiSolver,20,1.4659999578725547e-06,
CombinatorialBnB,20,2.4420000954705756e-06,
GurobiSolver,20,1.2279997463338077e-06,
CombinatorialBnB,20,1.5549999261565972e-06,
GurobiSolver,20,1.1709998943842947e-06,
CombinatorialBnB,20,8.629999683762435e-07,
GurobiSolver,20,1.0549997568887193e-06,
CombinatorialBnB,20,8.140000318235252e-07,
GurobiSolver,20,1.2989999049750622e-06,
CombinatorialBnB,20,8.160000106727239e-07,
GurobiSolver,20,1.5709997569501866e-06,
CombinatorialBnB,20,9.599998520570807e-07,
GurobiSolver,20,1.7460001799918246e-06,
CombinatorialBnB,20,1.1209999684069771e-06,
GurobiSolver,20,1.800999598344788e-06,
CombinatorialBnB,20,1.457999587728409e-06,
GurobiSolver,20,1.2420000530255493e-06,
CombinatorialBnB,20,7.630001164216083e-07,
GurobiSolver,20,1.5599998732795939e-06,
CombinatorialBnB,20,8.019997039809823e-07,
GurobiSolver,20,1.1590000212891027e-06,
CombinatorialBnB,20,8.379997780139092e-07,
GurobiSolver,20,1.5450000319106039e-06,
CombinatorialBnB,20,1.0489998203411233e-06,
GurobiSolver,20,1.282999619434122e-06,
CombinatorialBnB,20,8.860001798893791e-07,
GurobiSolver,20,2.0840002434852067e-06,
CombinatorialBnB,20,1.0129997463081963e-06,
GurobiSolver,20,1.7269999261770863e-06,
CombinatorialBnB,20,1.2279997463338077e-06,
GurobiSolver,20,1.8430000636726618e-06,
CombinatorialBnB,20,2.213999778177822e-06,
GurobiSolver,20,1.190000148199033e-06,
CombinatorialBnB,20,9.589998626324814e-07,
GurobiSolver,20,2.795000000332948e-06,
CombinatorialBnB,20,1.1649999578366987e-06,
GurobiSolver,20,3.1559998205921147e-06,
CombinatorialBnB,20,2.82300015896908e-06,
GurobiSolver,20,3.079000180150615e-06,
CombinatorialBnB,20,1.437000264559174e-06,
GurobiSolver,20,1.2420000530255493e-06,
CombinatorialBnB,20,8.279998837679159e-07,
GurobiSolver,20,1.356000211671926e-06,
CombinatorialBnB,20,9.67000232776627e-07,
GurobiSolver,20,1.3809999472869094e-06,
CombinatorialBnB,20,8.740003067941871e-07,
GurobiSolver,20,1.0700000530050602e-06,
CombinatorialBnB,20,1.210999926115619e-06,
GurobiSolver,20,1.8609998733154498e-06,
CombinatorialBnB,20,1.0420003491162788e-06,
GurobiSolver,20,9.599998520570807e-07,
CombinatorialBnB,20,8.959996193880215e-07,
GurobiSolver,20,1.244000031874748e-06,
CombinatorialBnB,20,1.0879998626478482e-06,
GurobiSolver,20,1.1980000635958277e-06,
CombinatorialBnB,20,9.66999778029276e-07,
GurobiSolver,20,1.2940004125994164e-06,
CombinatorialBnB,20,1.0280000424245372e-06,
GurobiSolver,20,1.446000169380568e-06,
CombinatorialBnB,20,1.0439998732181266e-06,
GurobiSolver,20,1.909999809868168e-06,
CombinatorialBnB,20,9.740001587488223e-07,
GurobiSolver,20,1.2659997992159333e-06,
CombinatorialBnB,20,1.3799999578623101e-06,
GurobiSolver,20,1.5290002011170145e-06,
CombinatorialBnB,20,1.7789998310036026e-06,
GurobiSolver,20,1.5979999261617195e-06,
CombinatorialBnB,20,9.529999260848854e-07,
GurobiSolver,20,1.1229999472561758e-06,
CombinatorialBnB,20,1.0489998203411233e-06,
GurobiSolver,20,1.4270003703131806e-06,
CombinatorialBnB,20,8.590000106778461e-07,
GurobiSolver,20,1.196000084746629e-06,
CombinatorialBnB,20,1.0700000530050602e-06,
GurobiSolver,20,1.4349998309626244e-06,
CombinatorialBnB,20,9.380000847158954e-07,
GurobiSolver,20,1.4859997463645414e-06,
CombinatorialBnB,20,1.1910001376236323e-06,
GurobiSolver,20,1.2990003597224131e-06,
CombinatorialBnB,20,1.2569998943945393e-06,
GurobiSolver,20,1.300999883824261e-06,
CombinatorialBnB,20,1.0789999578264542e-06,
GurobiSolver,20,1.0769999789772555e-06,
CombinatorialBnB,20,1.0000003385357559e-06,
GurobiSolver,20,1.0890003068197984e-06,
CombinatorialBnB,20,2.148000021406915e-06,
GurobiSolver,20,1.1199999789823778e-06,
CombinatorialBnB,20,8.179999895219225e-07,
GurobiSolver,20,1.3140002010914031e-06,
CombinatorialBnB,20,8.799997885944322e-07,
GurobiSolver,20,1.0409999049443286e-06,
CombinatorialBnB,20,9.830000635702163e-07,
GurobiSolver,20,1.1299998732283711e-06,
CombinatorialBnB,20,1.136699984272127e-05,
GurobiSolver,20,1.6679996406310238e-06,
CombinatorialBnB,20,8.800002433417831e-07,
GurobiSolver,20,1.1550000635907054e-06,
CombinatorialBnB,20,8.679999154992402e-07,
GurobiSolver,20,1.5790001270943321e-06,
CombinatorialBnB,20,1.0360004125686828e-06,
GurobiSolver,20,2.7969999791821465e-06,
CombinatorialBnB,20,1.0250000741507392e-06,
GurobiSolver,20,1.4990000636316836e-06,
CombinatorialBnB,20,8.729998626222368e-07,
GurobiSolver,20,1.672000053076772e-06,
CombinatorialBnB,20,9.329996828455478e-07,
GurobiSolver,20,1.440000232832972e-06,
CombinatorialBnB,20,8.879997039912269e-07,
GurobiSolver,20,1.1520000953169074e-06,
CombinatorialBnB,20,8.760002856433857e-07,
GurobiSolver,20,1.3170001693652011e-06,
CombinatorialBnB,20,1.5379996511910576e-06,
GurobiSolver,20,1.1789998097810894e-06,
CombinatorialBnB,20,1.4449997252086177e-06,
GurobiSolver,20,1.2509999578469433e-06,
CombinatorialBnB,20,1.1050001376133878e-06,
GurobiSolver,20,1.8570003703644034e-06,
CombinatorialBnB,20,1.0700000530050602e-06,
GurobiSolver,20,2.1169998944969848e-06,
CombinatorialBnB,20,1.3570002010965254e-06,
GurobiSolver,20,2.268000116600888e-06,
CombinatorialBnB,20,1.455000074201962e-06,
GurobiSolver,20,1.9290000636829063e-06,
CombinatorialBnB,20,1.1920001270482317e-06,
GurobiSolver,20,1.725999936752487e-06,
CombinatorialBnB,20,9.710001904750243e-07,
GurobiSolver,20,3.192999884049641e-06,
CombinatorialBnB,20,1.5880000319157261e-06,
GurobiSolver,20,1.193000116472831e-06,
CombinatorialBnB,20,9.890000001178123e-07,
GurobiSolver,20,1.8109999473381322e-06,
CombinatorialBnB,20,1.0640001164574642e-06,
GurobiSolver,20,1.0889998520724475e-06,
CombinatorialBnB,20,1.0700000530050602e-06,
GurobiSolver,20,1.2099999366910197e-06,
CombinatorialBnB,20,1.0530002327868715e-06,
GurobiSolver,20,2.5170002118102275e-06,
CombinatorialBnB,20,1.0859998837986495e-06,
GurobiSolver,20,1.5200002962956205e-06,
CombinatorialBnB,20,1.0929998097708449e-06,
GurobiSolver,20,1.6349999896192458e-06,
CombinatorialBnB,20,8.940000952861737e-07,
GurobiSolver,20,1.2430000424501486e-06,
CombinatorialBnB,20,1.2600003174156882e-06,
GurobiSolver,20,1.222999799210811e-06,
CombinatorialBnB,20,9.559998943586834e-07,
GurobiSolver,20,1.4259999261412304e-06,
CombinatorialBnB,20,1.0650001058820635e-06,
GurobiSolver,20,1.0579997251625173e-06,
CombinatorialBnB,20,8.959996193880215e-07,
GurobiSolver,20,1.2890000107290689e-06,
CombinatorialBnB,20,9.989998943638057e-07,
GurobiSolver,20,1.0829999155248515e-06,
CombinatorialBnB,20,2.235000010841759e-06,
GurobiSolver,20,1.3210001270635985e-06,
CombinatorialBnB,20,2.0769998627656605e-06,
GurobiSolver,20,1.5929999790387228e-06,
CombinatorialBnB,20,1.0339999789721332e-06,
GurobiSolver,20,1.199000053020427e-06,
CombinatorialBnB,20,1.4020001799508464e-06,
GurobiSolver,20,2.2429999262385536e-06,
CombinatorialBnB,20,1.2760001482092775e-06,
GurobiSolver,20,1.644999883865239e-06,
CombinatorialBnB,20,1.0510002539376728e-06,
GurobiSolver,20,1.9260000954091083e-06,
CombinatorialBnB,20,1.8609998733154498e-06,
GurobiSolver,20,1.9410003915254492e-06,
CombinatorialBnB,20,1.3080002645438071e-06,
GurobiSolver,20,1.7150000530818943e-06,
CombinatorialBnB,20,1.4000002011016477e-06,
GurobiSolver,20,1.6059998415585142e-06,
CombinatorialBnB,20,1.3760000001639128e-06,
GurobiSolver,20,1.1539996194187552e-06,
CombinatorialBnB,20,8.779998097452335e-07,
GurobiSolver,20,1.0829999155248515e-06,
CombinatorialBnB,20,9.6099984148168e-07,
GurobiSolver,20,1.0859998837986495e-06,
CombinatorialBnB,20,1.5480000001844019e-06,
GurobiSolver,20,1.165999947261298e-06,
CombinatorialBnB,20,9.420000424142927e-07,
GurobiSolver,20,1.2240002433827613e-06,
CombinatorialBnB,20,1.2880000213044696e-06,
GurobiSolver,20,1.3839999155607074e-06,
CombinatorialBnB,20,9.139998837781604e-07,
GurobiSolver,20,1.151000105892308e-06,
CombinatorialBnB,20,1.2279997463338077e-06,
GurobiSolver,20,1.6110002434288617e-06,
CombinatorialBnB,20,8.769998203206342e-07,
GurobiSolver,20,1.2300001799303573e-06,
CombinatorialBnB,20,8.770002750679851e-07,
GurobiSolver,20,1.1969996194238774e-06,
CombinatorialBnB,20,3.0870000955474097e-06,
GurobiSolver,20,1.3300000318849925e-06,
CombinatorialBnB,20,1.094000253942795e-06,
GurobiSolver,20,1.3270000636111945e-06,
CombinatorialBnB,20,9.619998309062794e-07,
GurobiSolver,20,1.4060001376492437e-06,
CombinatorialBnB,20,1.3510002645489294e-06,
GurobiSolver,20,1.3760000001639128e-06,
CombinatorialBnB,20,1.0919998203462455e-06,
GurobiSolver,20,1.666000116529176e-06,
CombinatorialBnB,20,1.229000190505758e-06,
GurobiSolver,20,2.3300003704207484e-06,
CombinatorialBnB,20,1.2420000530255493e-06,
GurobiSolver,20,1.4530000953527633e-06,
CombinatorialBnB,20,9.70000201050425e-07,
GurobiSolver,20,1.2460000107239466e-06,
CombinatorialBnB,20,1.002999852062203e-06,
GurobiSolver,20,1.2870000318798702e-06,
CombinatorialBnB,20,1.0109997674589977e-06,
GurobiSolver,20,1.1829997674794868e-06,
CombinatorialBnB,20,1.0859998837986495e-06,
GurobiSolver,20,1.1440001799201127e-06,
CombinatorialBnB,20,1.0039998414868023e-06,
GurobiSolver,20,1.7780002963263541e-06,
CombinatorialBnB,20,7.580001692986116e-07,
GurobiSolver,20,1.9589997464208864e-06,
CombinatorialBnB,20,1.7600000319362152e-06,
GurobiSolver,20,2.437000148347579e-06,
CombinatorialBnB,20,2.3030002012092154e-06,
GurobiSolver,20,1.8519999684940558e-06,
CombinatorialBnB,20,1.5340001482400112e-06,
GurobiSolver,20,1.811000402085483e-06,
CombinatorialBnB,20,1.3270000636111945e-06,
GurobiSolver,20,2.8509998628578614e-06,
CombinatorialBnB,20,1.0369999472459313e-06,
GurobiSolver,20,1.6140002117026597e-06,
CombinatorialBnB,20,1.220000285684364e-06,
GurobiSolver,20,2.4890000531740952e-06,
CombinatorialBnB,20,1.4679999367217533e-06,
GurobiSolver,20,2.742000106081832e-06,
CombinatorialBnB,20,1.2620002962648869e-06,
GurobiSolver,20,2.484999640728347e-06,
CombinatorialBnB,20,1.2820000847568735e-06,
GurobiSolver,20,1.8020000425167382e-06,
CombinatorialBnB,20,1.4000002011016477e-06,
GurobiSolver,20,1.966999661817681e-06,
CombinatorialBnB,20,1.0580001799098682e-06,
GurobiSolver,20,1.9200001588615123e-06,
CombinatorialBnB,20,1.14800013761851e-06,
GurobiSolver,20,2.331999894522596e-06,
CombinatorialBnB,20,1.1639999684120994e-06,
GurobiSolver,20,1.2800001059076749e-06,
CombinatorialBnB,20,9.440000212634914e-07,
GurobiSolver,20,1.5659998098271899e-06,
CombinatorialBnB,20,8.759998308960348e-07,
GurobiSolver,20,1.5079999684530776e-06,
CombinatorialBnB,20,9.330001375928987e-07,
GurobiSolver,20,1.2880000213044696e-06,
CombinatorialBnB,20,9.039999895321671e-07,
GurobiSolver,20,1.5680002434237394e-06,
CombinatorialBnB,20,8.150000212481245e-07,
GurobiSolver,20,1.2909999895782676e-06,
CombinatorialBnB,20,9.869995665212628e-07,
GurobiSolver,20,1.6260000847978517e-06,
CombinatorialBnB,20,1.0710000424296595e-06,
GurobiSolver,20,1.3580001905211248e-06,
